title,authors,year,source
A prediction model for the impact of environmental and genetic factors on cardiovascular events: development in a salt substitutes population,Zhao D.,2023,Journal of Translational Medicine
"Links between COVID-19 and Parkinson’s disease/Alzheimer’s disease: reciprocal impacts, medical care strategies and underlying mechanisms",Huang P.,2023,Translational Neurodegeneration
Disseminated cryptococcal infection with pulmonary involvement presenting as diffuse cavitary nodules in an immunocompromised patient: a case report,Huang J.,2023,BMC Pulmonary Medicine
Application of opioid-free general anesthesia for gynecological laparoscopic surgery under ERAS protocol: a non-inferiority randomized controlled trial,Chen L.,2023,BMC Anesthesiology
Normative reference values and predicting factors of handgrip strength for dominant and non-dominant hands among healthy Malay adults in Malaysia,Jaafar M.H.,2023,BMC Musculoskeletal Disorders
Dysbiotic microbiome variation in colorectal cancer patients is linked to lifestyles and metabolic diseases,Hoang T.,2023,BMC Microbiology
Synovial sarcoma with intra-abdominal metastasis causing hemoperitoneum: a case-report,Thompson J.J.,2023,World Journal of Surgical Oncology
Predisposition to cortical neurodegenerative changes in brains of hypertension prone rats,Ben-Shabat M.,2023,Journal of Translational Medicine
Hemoglobin A1c in type 2 diabetes mellitus patients with preserved ejection fraction is an independent predictor of left ventricular myocardial deformation and tissue abnormalities,Li Z.,2023,BMC Cardiovascular Disorders
Application of non-invasive ICP waveform analysis in acute brain injury: Intracranial Compliance Scale,Frigieri G.,2023,Intensive Care Medicine Experimental
Evaluating an advanced double intravenous vasopressor automated system to treat hypotension during spinal anesthesia for cesarean delivery: a randomized controlled trial,Tan H.S.,2023,BMC Anesthesiology
Reasons withholding intravenous thrombolysis for acute ischemic stroke in an Indonesian Tertiary Center,Situmeang R.F.V.,2023,"Egyptian Journal of Neurology, Psychiatry and Neurosurgery"
"A cluster randomized controlled trial of an electronic decision-support system to enhance antenatal care services in pregnancy at primary healthcare level in Telangana, India: trial protocol",Mohan S.,2023,BMC Pregnancy and Childbirth
"Effect of continuing the use of renin–angiotensin system inhibitors on mortality in patients hospitalized for coronavirus disease 2019: a systematic review, meta-analysis, and meta-regression analysis",Liu Q.,2023,BMC Infectious Diseases
Quantifying side effects and caregiver burdens of pediatric pulmonary hypertension therapies,Nelson E.J.,2023,BMC Pediatrics
"Bacterial meningitis in adults: a retrospective study among 148 patients in an 8-year period in a university hospital, Finland",Niemelä S.,2023,BMC Infectious Diseases
Primary care physician beliefs and practices regarding blood pressure measurement: results from BP-CHECK qualitative interviews,Hsu C.,2023,BMC Primary Care
Validation of a deep-learning-based retinal biomarker (Reti-CVD) in the prediction of cardiovascular disease: data from UK Biobank,Tseng R.M.W.W.,2023,BMC Medicine
Multimorbidity and overall survival among women with breast cancer: results from the South African Breast Cancer and HIV Outcomes Study,Ayeni O.A.,2023,Breast Cancer Research
"Sex-specific associations between systolic, diastolic and pulse pressure and hemostatic parameters in the population-based KORA-Fit study: a cross-sectional study",Vogel von Falckenstein J.,2023,Thrombosis Journal
Feasibility and safety of laparoscopic tumor resection in children with abdominal neuroblastomas,Zenitani M.,2023,Pediatric Surgery International
Development and validation of a nomogram model for individualized prediction of hypertension risk in patients with type 2 diabetes mellitus,Yang J.,2023,Scientific Reports
Identification of biomarkers related to copper metabolism in patients with pulmonary arterial hypertension,Wang L.,2023,BMC Pulmonary Medicine
Obesity difference on association blood malondialdehyde level and diastolic hypertension in the elderly population: a cross-sectional analysis,Huang Y.,2023,European Journal of Medical Research
Generalizable transfer learning of automated tumor segmentation from cervical cancers toward a universal model for uterine malignancies in diffusion-weighted MRI,Lin Y.C.,2023,Insights into Imaging
"Level of self-care practices and associated factors among hypertensive patients in Addis Ababa, Ethiopia",Sahile A.T.,2023,BMC Cardiovascular Disorders
Study protocol for the sheMATTERS study (iMproving cArdiovascular healTh in new moThERS): a randomized behavioral trial assessing the effect of a self-efficacy enhancing breastfeeding intervention on postpartum blood pressure and breastfeeding continuation in women with hypertensive disorders of pregnancy,Dayan N.,2023,BMC Pregnancy and Childbirth
Effect of Leventhal’s self-regulatory intervention on the hypertensive patients’ illness perception and lifestyle: a randomized controlled trial,Saranjam F.,2023,BMC Cardiovascular Disorders
Predictors of adverse diastolic remodeling in non-diabetic patients presenting with ST-elevation myocardial infarction,Al Ali L.,2023,BMC Cardiovascular Disorders
"Resistin-like molecules: a marker, mediator and therapeutic target for multiple diseases",Shi Y.,2023,Cell Communication and Signaling
Hemithorax white-out due to massive pleural effusion,Kolluri S.,2023,International Journal of Emergency Medicine
Trends in clinical characteristics and outcomes of all critically ill COVID-19 adult patients hospitalized in France between March 2020 and June 2021: a national database study,Naouri D.,2023,Annals of Intensive Care
Malignant cancer may increase the risk of all-cause in-hospital mortality in patients with acute myocardial infarction: a multicenter retrospective study of two large public databases,Ye J.,2023,Cardio-Oncology
"High visceral fat-to-muscle ratio is an independent factor that predicts worse overall survival in patients with primary epithelial ovarian, fallopian tube, and peritoneal cancer",Ham S.,2023,Journal of Ovarian Research
Novel oral anticoagulant use in adults with congenital heart disease: a single-center experience report,Samarai D.,2023,Egyptian Heart Journal
"Management of ST-segment elevation myocardial infarction in comparison to European society of cardiology guidelines in Alexandria University Hospitals, Egypt",Kamal A.,2023,Egyptian Heart Journal
Epidemiology of obesity and high blood pressure among school-age children from military families: the largest report from our region,Dormanesh B.,2023,BMC Pediatrics
Respiratory viruses and postoperative hemodynamics in patients with unrestrictive congenital cardiac communications: a prospective cohort study,Abud K.C.O.,2023,European Journal of Medical Research
Effects of opium use on one-year major adverse cardiovascular events (MACE) in the patients with ST-segment elevation MI undergoing primary PCI: a propensity score matched - machine learning based study,Jenab Y.,2023,BMC Complementary Medicine and Therapies
"Functional testing, coronary artery calcifications, and outcomes in Hodgkin lymphoma survivors treated with chest radiation",Divakaran S.,2023,Cardio-Oncology
"Prevalence, predictors and pregnancy outcomes of unprescribed and herbal medicine use in Ibadan, Nigeria",Adeoye I.,2023,BMC Complementary Medicine and Therapies
Accumulated hypertension burden on atrial fibrillation risk in diabetes mellitus: a nationwide population study,Choi J.M.,2023,Cardiovascular Diabetology
Pulmonary hypertension at admission predicts ICU mortality in elderly critically ill with severe COVID-19 pneumonia: retrospective cohort study,Kurnik M.,2023,Cardiovascular Ultrasound
Modeling clinical and non-clinical determinants of intrapartum stillbirths in singletons in six public hospitals in the Greater Accra Region of Ghana: a case–control study,Vanotoo L.,2023,Scientific Reports
"Tolerability, safety and survival in patients with severe pulmonary arterial hypertension treated with intravenous epoprostenol (Veletri<sup>®</sup>): a prospective, 6-months, open label, observational, non-interventional study",Degering J.,2023,Respiratory Research
Effect of common pregnancy and perinatal complications on offspring metabolic traits across the life course: a multi-cohort study,Elhakeem A.,2023,BMC Medicine
Beneficial effects of Panax notoginseng (Burkill) F. H. Chen flower saponins in rats with metabolic hypertension by inhibiting the activation of the renin–angiotensin–aldosterone system through complement 3,Huang Q.,2023,BMC Complementary Medicine and Therapies
"The systemic and hepatic alternative renin–angiotensin system is activated in liver cirrhosis, linked to endothelial dysfunction and inflammation",Hartl L.,2023,Scientific Reports
The impact of intrahepatic cholestasis on pregnancy outcomes: a retrospective cohort study,Chen Y.,2023,BMC Gastroenterology
Pulmonary veno-occlusive disease in Sjogren's syndrome: a case report,Zeng X.,2023,BMC Pulmonary Medicine
Cyanoacrylate glue foreign body after CT-guided localization of a pulmonary nodule during video-assisted thoracoscopic surgery: a case report,Deng J.,2023,BMC Pulmonary Medicine
Nurse-led telehealth intervention effectiveness on reducing hypertension: a systematic review,Kappes M.,2023,BMC Nursing
Chest physiotherapy guided by electrical impedance tomography in high-dependency unit patients with pulmonary diseases: an introduction of methodology and feasibility,Li Q.,2023,Critical Care
"Ultra-processed food consumption and metabolic syndrome: a cross-sectional study in Quilombola communities of Alagoas, Brazil",Barbosa L.B.,2023,International Journal for Equity in Health
Chronic non-communicable disease burden among reproductive-age women in India: evidence from recent demographic and health survey,Singh S.K.,2023,BMC Women's Health
Ultrasound measurement of optic nerve sheath diameter in a healthy adult Colombian population,Trocha G.,2023,BMC Neurology
Transcriptome analysis of mesenteric arterioles changes and its mechanisms in cirrhotic rats with portal hypertension,Wu G.,2023,BMC Genomics
Role of home blood pressure monitoring in resistant hypertension,Kim H.M.,2023,Clinical Hypertension
Intracardiac paraganglioma with a cough as the first symptom,Jingyi C.,2023,Journal of Cardiothoracic Surgery
Increased arterial pressure volume index and cardiovascular risk score in China,Jin L.,2023,BMC Cardiovascular Disorders
Effectiveness of a provider and patient-focused intervention to improve hypertension management and control in the primary health care setting in Cuba: a controlled before-after study,Londoño Agudelo E.,2023,BMC Primary Care
"Geospatial analysis of type 2 diabetes mellitus and hypertension in South Sulawesi, Indonesia",Zainuddin A.A.,2023,Scientific Reports
Characteristics of hypertension in the last 16 years in high prevalence region of China and the attribute ratios for cardiovascular mortality,Zheng W.,2023,BMC Public Health
"Knowledge of stroke risk factors and warning symptoms among adults with type 2 diabetes in Addis Ababa, Ethiopia, 2021: an institution-Based cross-sectional study",Getu R.A.,2023,BMC Cardiovascular Disorders
Towards an integrated blood pressure self-monitoring solution for stroke/TIA in Ireland: a mixed methods feasibility study for the TASMIN5S IRL randomised controlled trial,Doogue R.,2023,Pilot and Feasibility Studies
Discovery and biosynthesis of karnamicins as angiotensin converting enzyme inhibitors,Yu Z.,2023,Nature Communications
Incidence and risk factors for cholelithiasis after bariatric surgery: a systematic review and meta-analysis,Dai Y.,2023,Lipids in Health and Disease
Predictors for pulmonary artery involvement in Takayasu arteritis and its cluster analysis,Liao H.,2023,Arthritis Research and Therapy
“Decline and uneven recovery from 7 common long-term conditions managed in the Catalan primary care after two pandemic years: an observational retrospective population-based study using primary care electronic health records”,Mora N.,2023,BMC Primary Care
Lactate dehydrogenase is associated with flow-mediated dilation in hypertensive patients,Cai X.,2023,Scientific Reports
"A case of novel, rapidly-growing Mycolicibacter kumamotonensis infection in a patient with severe pulmonary disease treated in New York City",Weidmann M.D.,2023,BMC Infectious Diseases
Does multimorbidity result in de-prioritisation of COPD in primary care?,Smith C.,2023,npj Primary Care Respiratory Medicine
Secondary Budd-Chiari syndrome occurred after adjuvant radiotherapy for perihilar cholangiocarcinoma: a case report,Miura Y.,2023,World Journal of Surgical Oncology
Left atrial strain is associated with distinct inflammatory and immune profile in patients with COVID-19 pneumonia,Gonzalez F.A.,2023,Ultrasound Journal
Impact of glycemic control on biventricular function in patients with type 2 diabetes mellitus: a cardiac magnetic resonance tissue tracking study,Zhu J.,2023,Insights into Imaging
Triglyceride glucose index is associated with obstructive coronary artery disease in hypertensive patients,Pan W.,2023,Cardiovascular Diabetology
Hypertension contributes to exacerbated osteoarthritis pathophysiology in rats in a sex-dependent manner,Yeater T.D.,2023,Arthritis Research and Therapy
Identification of diagnostic biomarkers for idiopathic pulmonary hypertension with metabolic syndrome by bioinformatics and machine learning,Lu W.,2023,Scientific Reports
Peritoneal dialysis related eosinophilic peritonitis: a case report and review of the literature,Qingyan Z.,2023,BMC Nephrology
The negative association between serum albumin levels and coronary heart disease risk in adults over 45 years old: a cross-sectional survey,Hou X.z.,2023,Scientific Reports
Pregnancy outcomes in Takayasu arteritis patients: a systematic review and meta-analysis,Partalidou S.,2023,Scientific Reports
Comparison of telemonitoring combined with intensive patient support with standard care in patients with chronic cardiovascular disease - a randomized clinical trial,Öner A.,2023,European Journal of Medical Research
Lethality risk markers by sex and age-group for COVID-19 in Mexico: a cross-sectional study based on machine learning approach,Rojas-García M.,2023,BMC Infectious Diseases
Interaction of anxiety and hypertension on quality of life among patients with gynecological cancer: a cross-sectional study,Gu Z.H.,2023,BMC Psychiatry
Cardiovascular risk factors in diabetic patients with and without metabolic syndrome: a study based on the Rafsanjan cohort study,Bazmandegan G.,2023,Scientific Reports
The effects of a moderate physical activity intervention on physical fitness and cognition in healthy elderly with low levels of physical activity: a randomized controlled trial,Galle S.A.,2023,Alzheimer's Research and Therapy
Impaired cell–cell communication and axon guidance because of pulmonary hypoperfusion during postnatal alveolar development,Li D.,2023,Respiratory Research
Evaluation of long-term sequelae by cardiopulmonary exercise testing 12 months after hospitalization for severe COVID-19,Noureddine S.,2023,BMC Pulmonary Medicine
Mechanical ventilation and death in pregnant patients admitted for COVID-19: a prognostic analysis from the Brazilian COVID-19 registry score,Reis Z.S.N.,2023,BMC Pregnancy and Childbirth
Mobile APP-assisted family physician program for improving blood pressure outcome in hypertensive patients,Xing F.,2023,BMC Primary Care
Establishment of a risk prediction model for prolonged mechanical ventilation after lung transplantation: a retrospective cohort study,Gao P.,2023,BMC Pulmonary Medicine
Association of inflammation indices with left atrial thrombus in patients with valvular atrial fibrillation,Zhou Y.,2023,BMC Cardiovascular Disorders
Joint modeling of longitudinal change of fasting blood sugar and systolic blood pressure with survival time to death among hypertension patients,Erango M.A.,2023,Scientific Reports
Clinico-epidemiological profile and risk factors of hypertensive crisis among patients attended at a tertiary care hospital in Somalia,Mohamud M.F.Y.,2023,Scientific Reports
Cancer incidence in immunocompromised patients: a single-center cohort study,Ilham S.,2023,BMC Cancer
Perturbed gut microbiome and fecal and serum metabolomes are associated with chronic kidney disease severity,Wang H.,2023,Microbiome
Pregnancy outcomes in women with pulmonary hypertension: a retrospective study in China,Lv C.,2023,BMC Pregnancy and Childbirth
Evaluation of the usefulness of determining the level of selected inflammatory biomarkers and resistin concentration in perivascular adipose tissue and plasma for predicting postoperative atrial fibrillation in patients who underwent myocardial revascularisation,Rachwalik M.,2023,Lipids in Health and Disease
"“After all, we are all sick”: multi-stakeholder understanding of stigma associated with integrated management of HIV, diabetes and hypertension at selected government clinics in Uganda",Akugizibwe M.,2023,BMC Health Services Research
Goal-Directed Fluid Therapy and major postoperative complications in elective craniotomy. A retrospective analysis of a before-after multicentric study,Le Guen M.,2023,BMC Anesthesiology
Age-specific distribution of intraocular pressure in elderly Iranian population and its associated factors,Ghanbarnia M.J.,2023,Caspian Journal of Internal Medicine
Association between the increased level of high-sensitive CRP (hs CRP) and non-arrhythmic ECG changes and echocardiographic abnormalities in patients with acute coronary syndrome,Hemmati R.,2023,Caspian Journal of Internal Medicine
Real-world evidence of switching P2Y12 receptor–inhibiting therapies to prasugrel after PCI in patients with ACS: results from EFF-K registry,Kang J.,2023,BMC Cardiovascular Disorders
Impact of medication therapy management (MTM) service model on multi-morbidity (MMD) patients with hypertension: a pilot RCT,Li N.,2023,BMC Geriatrics
Proteomics analysis in myocardium of spontaneously hypertensive rats,Wang T.,2023,Scientific Reports
Black men’s awareness of peripheral artery disease and acceptability of screening in barbershops: a qualitative analysis,Coy T.,2023,BMC Public Health
Family income and cardiovascular disease risk in American adults,Minhas A.M.K.,2023,Scientific Reports
Mortality analysis among sepsis patients in and out of intensive care units using the Japanese nationwide medical claims database: a study by the Japan Sepsis Alliance study group,Oami T.,2023,Journal of Intensive Care
"Pro-inflammatory diet, cardio-metabolic risk factors and risk of type 2 diabetes: A cross-sectional analysis using data from RaNCD cohort study",Namazi N.,2023,BMC Cardiovascular Disorders
A phase II study of palbociclib plus letrozole plus trastuzumab as neoadjuvant treatment for clinical stages II and III ER+ HER2+ breast cancer (PALTAN),Ademuyiwa F.O.,2023,npj Breast Cancer
"Effect of educational intervention based on PRECEDE model on lifestyle modification, self-management behaviors, and hypertension in diabetic patients",Khani Jeihooni A.,2023,BMC Endocrine Disorders
"Intravitreal sirolimus with adjunct aflibercept versus aflibercept monotherapy for persistent, exudative age-related macular degeneration: a pilot study",Rowe L.W.,2023,International Journal of Retina and Vitreous
Stroke-related early seizures: clinical and neurophysiological study in a sample of Egyptian population,Mohamed A.T.,2023,"Egyptian Journal of Neurology, Psychiatry and Neurosurgery"
"Management, clinical outcomes, and its predictors among heart failure patients admitted to tertiary care hospitals in Ethiopia: prospective observational study",Beri B.,2023,BMC Cardiovascular Disorders
COVID-19-associated monocytic encephalitis (CAME): histological and proteomic evidence from autopsy,Zhang P.P.,2023,Signal Transduction and Targeted Therapy
Levels and correlates of risk factor control in diabetes mellitus –ELSA-Brasil,Chwal B.C.,2023,Diabetology and Metabolic Syndrome
"Prevalence and factors associated with Diabetes retinopathy among type 2 diabetic patients at Northwest Amhara Comprehensive Specialized Hospitals, Northwest Ethiopia 2021",Zegeye A.F.,2023,BMC Ophthalmology
Low thyroid function is associated with an increased risk of advanced fibrosis in patients with metabolic dysfunction-associated fatty liver disease,Fan H.,2023,BMC Gastroenterology
The effect of blood pressure on mortality following out-of-hospital cardiac arrest: a retrospective cohort study of the United Kingdom Intensive Care National Audit and Research Centre database,McGuigan P.J.,2023,Critical Care
Strength training for arterial hypertension treatment: a systematic review and meta-analysis of randomized clinical trials,Correia R.R.,2023,Scientific Reports
Epidemiology and outcomes of early-onset AKI in COVID-19-related ARDS in comparison with non-COVID-19-related ARDS: insights from two prospective global cohort studies,McNicholas B.A.,2023,Critical Care
GSDMD deficiency ameliorates hyperoxia-induced BPD and ROP in neonatal mice,Sonny S.,2023,Scientific Reports
Mortality in hemodialysis patients in Ethiopia: a retrospective follow-up study in three centers,Desta B.Z.,2023,BMC Nephrology
Association between hypertension and neurovascular inflammation in both normal-appearing white matter and white matter hyperintensities,Solé-Guardia G.,2023,Acta Neuropathologica Communications
Neutrophil-to-lymphocyte ratio (NLR) as a predictive index for liver and coagulation dysfunction in preeclampsia patients,Cui H.X.,2023,BMC Pregnancy and Childbirth
Machine learning-based telemedicine framework to prioritize remote patients with multi-chronic diseases for emergency healthcare services,Kadum S.Y.,2023,Network Modeling Analysis in Health Informatics and Bioinformatics
The reliability of patient blood pressure self-assessments – a cross-sectional study,Nessler K.,2023,BMC Primary Care
When Blood Pressure Increases with Standing: Consensus Definition for Diagnosing Orthostatic Hypertension,Jordan J.,2023,Blood pressure
Anti-IgLON5 disease complicated with rectal adenocarcinoma: a case report,Li Y.,2023,BMC Neurology
A comparison of machine learning algorithms and traditional regression-based statistical modeling for predicting hypertension incidence in a Canadian population,Chowdhury M.Z.I.,2023,Scientific Reports
"A look through Latin America truck drivers’ health, a systematic review and meta-analysis",Zamparoni Victorino S.V.,2023,BMC Public Health
Saving the perineal body—A modification of the posterior sagittal anorectoplasty,Ostertag-Hill C.A.,2023,Pediatric Surgery International
Embedding-based link predictions to explore latent comorbidity of chronic diseases,Lu H.,2023,Health Information Science and Systems
"Withdrawal of antihypertensive medication in young to middle-aged adults: a prospective, single-group, intervention study",Lee H.Y.,2023,Clinical Hypertension
"Effects of Qingda granule on patients with grade 1 hypertension at low-medium risk: study protocol for a randomized, controlled, double-blind clinical trial",Long L.z.,2023,Trials
Machine Learning in Hypertension Detection: A Study on World Hypertension Day Data,Montagna S.,2023,Journal of Medical Systems
Predictive factors for pre-intervention rebleeding in aneurysmal subarachnoid haemorrhage: a systematic review and meta-analysis,Doherty R.J.,2023,Neurosurgical Review
The influencing factors of infectious complications after percutaneous nephrolithotomy: a systematic review and meta-analysis,Zhou G.,2023,Urolithiasis
"Clinical profile, risk factors and functional outcomes in women and men presenting with hip fractures in KwaZulu-Natal, South Africa",Dela S.S.,2023,Archives of Osteoporosis
Routine postoperative admission to the neurocritical intensive care unit after microvascular decompression: necessary or can it be abandoned?,Hatipoglu Majernik G.,2023,Neurosurgical Review
Native liver survivors of portoenterostomy for biliary atresia with excellent outcome: redefining “successful” portoenterostomy,Tsuboi K.,2023,Pediatric Surgery International
Establishment of Nomogram prediction model for postoperative blood transfusion in elderly hip fractures using R software,Feng N.,2023,Chinese Journal of Tissue Engineering Research
The severity of COVID-19 in hypertensive patients is associated with mirSNPs in the 3′ UTR of ACE2 that associate with miR-3658: In silico and in vitro studies,Safdar M.,2023,Journal of Taibah University Medical Sciences
Clinical manifestations and laboratory findings and mortality rate of kidney transplant recipients infected with COVID-19,Shayanpour S.,2023,Journal of Nephropathology
Lipoprotein Subclasses Associated With High-Risk Coronary Atherosclerotic Plaque: Insights From the PROMISE Clinical Trial,McGarrah R.W.,2023,Journal of the American Heart Association
Urinary Sodium Excretion and Salt Intake Are Not Associated With Blood Pressure Variability in a White General Population,Zhou T.L.,2023,Journal of the American Heart Association
Long-Term Clinical Outcomes in Patients With Severe Tricuspid Regurgitation,Nishiura N.,2023,Journal of the American Heart Association
Erector spinae plane block for postoperative analgesia in robotically-assisted coronary artery bypass surgery: Results of a randomized placebo-controlled trial,Hoogma D.F.,2023,Journal of Clinical Anesthesia
Effect of spinal versus general anesthesia on thirty-day outcomes following total hip arthroplasty: A matched-pair cohort analysis,Knio Z.O.,2023,Journal of Clinical Anesthesia
Association between carotid intima media thickness and acute ischemic stroke at an Indonesian tertiary referral hospital,Danuaji R.,2023,Journal of Taibah University Medical Sciences
Current Concepts of Corticosteroids Use for the Prevention of Bron-chopulmonary Dysplasia,Perrone S.,2023,Current Pediatric Reviews
Can the association between hypertension and physical activity be moderated by age?,Cheah Y.K.,2023,Journal of Taibah University Medical Sciences
"Obstetricians' Knowledge and Practices about Prediction, Prevention, Diagnosis, and Management of Preeclampsia",Hamadeh R.,2023,Current Women's Health Reviews
"Hemp bioactive peptides: Nutrition, functional properties and action mechanisms to maximize their nutraceutical applications and future prospects",Ashaolu T.J.,2023,Food Chemistry
Electrocardiogram in patients with pulmonary hypertension,Ley L.,2023,Journal of Electrocardiology
Cardio-ankle brachial index is associated with prolonged Tp-e interval in patients with arterial hypertension,Özer S.,2023,Journal of Electrocardiology
Readmissions After Surgical Aortic Valve Replacement: Influence of Prosthesis Type,Sylvester C.B.,2023,Journal of Surgical Research
Prevalence and comorbidities of Sjogren's syndrome patients in the Community of Madrid: A population-based cross-sectional study,Barrio-Cortes J.,2023,Joint Bone Spine
Comparison of different forms of Raynaud's phenomenon by LASCA proximal-distal gradient perfusion,Di Battista M.,2023,Microvascular Research
Microvascular wall-to-lumen ratio in patients with arterial hypertension: A randomized controlled exercise trial,Streese L.,2023,Microvascular Research
The U-wave: A remaining enigma of the electrocardiogram,Kihlgren M.,2023,Journal of Electrocardiology
Association of sarcopenia and systolic blood pressure with mortality: A 5-year longitudinal study,Yamaguchi R.,2023,Archives of Gerontology and Geriatrics
"Traditional and disease-related cardiovascular risk factors in ANCA-associated vasculitis: A prospective, two-centre cohort study",Vegting Y.,2023,Joint Bone Spine
The role of Transmembrane Protein 16A (TMEM16A) in pulmonary hypertension,Yuan L.,2023,Cardiovascular Pathology
Risk factors for inspiratory muscle weakness in coronary heart disease,Lv M.,2023,Heart and Lung
Comorbidities are associated with state hopelessness in adults with ischemic heart disease,DeVon H.A.,2023,Heart and Lung
Neonatal Intensive Care Unit Mixed Lipid Emulsion Use Associated With Reduced Cholestasis at Discharge in Surgical Patients,Kulpins D.,2023,Journal of Surgical Research
L-and T-type Ca<sup>2+</sup>channels dichotomously contribute to retinal ganglion cell injury in experimental glaucoma,Wang H.N.,2023,Neural Regeneration Research
Serine and arginine rich splicing factor 1: a potential target for neuroprotection and other diseases,Sandoval-Castellanos A.,2023,Neural Regeneration Research
Plasma levels of bone morphogenic protein-4 are downregulated in elderly hypertensive patients with heart failure with preserved ejection fraction,Guo Y.,2023,Clinical Biochemistry
Highly furosemide uptake employing magnetic graphene oxide: DFT modeling combined to experimental approach,Vargas G.O.,2023,Journal of Molecular Liquids
Healthcare provider's perspectives on home blood pressure management in Peru and Cameroon: Findings from the BPMONITOR study,Al-Rousan T.,2023,Preventive Medicine Reports
"Phytochemical study, antioxidant and vasodilatation activities of leafy stem extracts of Flemingia faginea Guill. &amp; Perr. (Barker), a medicinal plant used for the traditional treatment of arterial hypertension",Ouedraogo W.R.C.,2023,Pharmacological Research - Modern Chinese Medicine
Peer support as part of scaling-up integrated care in patients with type 2 diabetes and arterial hypertension at the primary healthcare level: A study protocol,Virtic T.,2023,Zdravstveno Varstvo
Plasma brain derived neurotrophic factor level as a modifying factor for trans fat intake and hypertension,Harlyjoy B.C.,2023,Clinical Nutrition ESPEN
Association Between the Degree of Severity of Pulmonary Hypertension With the Presence of Pulmonary Artery Aneurysm: A Brief Updated Review for Clinicians,Torres-Rojas M.B.,2023,Current Problems in Cardiology
Hypertensive retinopathy and cardiovascular disease risk: 6 population-based cohorts meta-analysis,Liew G.,2023,International Journal of Cardiology: Cardiovascular Risk and Prevention
Mediterranean exposotype: Genomic architecture and plant-based dietary metabolites,Ismail A.B.,2023,Clinical Nutrition ESPEN
Comparison of etomidate and methohexital as anesthetic agents for continuation and maintenance electroconvulsive therapy: A retrospective analysis of seizure quality and safety,Millischer V.,2023,Journal of Affective Disorders
Iris atrophy after administration of Dexycu: Additional evidence and possible mechanism for a rare complication,Ayesha A.,2023,American Journal of Ophthalmology Case Reports
The clinical progression of patients with glioblastoma,Hansen A.L.,2023,Interdisciplinary Neurosurgery: Advanced Techniques and Case Management
Urban-Rural Disparities in Pulmonary Hypertension-Related Mortality Between 2004 and 2019: A Call to Improve Access to Specialty Care Centers for Rural Residents in the United States,Issa R.,2023,Current Problems in Cardiology
"Perceptions of preparedness, timing of cancer diagnosis, and objective emergency preparedness among gynecological cancer patients in Puerto Rico before and after Hurricane Maria",Johnson M.,2023,Journal of Cancer Policy
Defining the Phenotype and Prognosis of People With Idiopathic Intracranial Hypertension After Cerebrospinal Fluid Diversion Surgery,Hyder Y.F.,2023,American Journal of Ophthalmology
Sphingolipidomic profile and HDL subfractions in obese dyslipidemic type 2 diabetic patients,Aslan İ.,2023,Prostaglandins and Other Lipid Mediators
"Outcomes of abo-incompatible kidney transplantation: Novel ways of reducing rejection, complications, and cost",Pathak V.,2023,Transplantation Reports
Sex Hormones and Cardiovascular Disease in Relation to Menopause,Kim C.,2023,Endocrinology and Metabolism Clinics of North America
Lymphoepithelial cyst on the tongue: A case report,Nakayama N.,2023,Oral and Maxillofacial Surgery Cases
Clinical characteristics and subsequent need for anti-hypertensive agents in the postpartum period for hypertensive disorders of pregnancy,Wilkie G.L.,2023,Pregnancy Hypertension
Acetylcholine content in 100 accessions from the worldwide eggplant (Solanum melongena L.) core collection,Wang W.,2023,Journal of Food Composition and Analysis
"Rural-urban residence and sequelae of hypertensive disorders of pregnancy in the first year postpartum, 2007 – 2019",Pfeiffer M.,2023,Pregnancy Hypertension
Multiple substance use and blood pressure in women experiencing homelessness,Suen L.W.,2023,Addictive Behaviors Reports
Combined central retinal artery and medial posterior ciliary artery occlusion: Localizing the lesion,Huang D.,2023,American Journal of Ophthalmology Case Reports
Sudden onset of complete ophthalmoplegia and blindness after resection of large frontal convexity meningioma: Case report,Zilka T.,2023,Interdisciplinary Neurosurgery: Advanced Techniques and Case Management
"A randomized, controlled clinical trial comparing remimazolam to propofol when combined with alfentanil for sedation during ERCP procedures",Dong S.A.,2023,Journal of Clinical Anesthesia
Pulmonary Hypertension and Operative Risk in Mitral Valve and Coronary Surgery,Hawkins R.B.,2023,Journal of Surgical Research
Impact on Cardiovascular Health of Using Phentermine/Topiramate in Combination With Laparoscopic Sleeve Gastrectomy in Super Obesity,Jayaprakash M.S.,2023,Journal of Surgical Research
A multicomponent index method to evaluate the relationship between urban environment and CHD prevalence,Li Y.,2023,Spatial and Spatio-temporal Epidemiology
Intracranial hemorrhage after recombinant tissue plasminogen Activator: The competing risks survival analysis,Pengtong W.,2023,Interdisciplinary Neurosurgery: Advanced Techniques and Case Management
Intraspinal lymphangioma of the lumbar spine confused with spinal synovial Cyst: A case report,Shrateh O.N.,2023,Interdisciplinary Neurosurgery: Advanced Techniques and Case Management
French practical guidelines for the diagnosis and management of idiopathic pulmonary fibrosis – 2021 update. Full-length version,Cottin V.,2023,Respiratory Medicine and Research
"Riociguat real-world use in patients with chronic thromboembolic pulmonary hypertension: A retrospective, observational cohort study in France",Lamia B.,2023,Respiratory Medicine and Research
Do cerebral microbleeds increase the risk of dementia? A systematic review and meta-analysis,Hussein A.S.,2023,IBRO Neuroscience Reports
Temporal evolution of diaphragm thickness and diaphragm excursion among subjects hospitalized with COVID-19: A prospective observational study,Hadda V.,2023,Respiratory Medicine and Research
