title,authors,year,source
"COVID-19, Social Determinants of Health, and Opportunities for Preventing Cardiovascular Disease: A Conceptual Framework",Russo R.G.,2021,Journal of the American Heart Association
Cardiovascular Effects of Autologous Bone Marrow– Derived Mesenchymal Stromal Cell Therapy With Early Tacrolimus Withdrawal in Renal Transplant Recipients: An Analysis of the Randomized TRITON Study,Meucci M.C.,2021,Journal of the American Heart Association
Absolute Cardiovascular Disease Risk Assessed in Old Age Predicts Disability and Mortality: A Retrospective Cohort Study of Community-Dwelling Older Adults,Makino K.,2021,Journal of the American Heart Association
Historical redlining and cardiovascular health: The Multi-Ethnic Study of Atherosclerosis,Mujahid M.S.,2021,Proceedings of the National Academy of Sciences of the United States of America
Acute Heart Failure After Reperfused Ischemic Stroke: Association With Systemic and Cardiac Inflammatory Responses,Vornholz L.,2021,Frontiers in Physiology
Levels of Adherence of an Exercise Referral Scheme in Primary Health Care: Effects on Clinical and Anthropometric Variables and Depressive Symptoms of Hypertensive Patients,Gallegos-Carrillo K.,2021,Frontiers in Physiology
Key Phytochemicals and Biological Functions of Chuanxiong Rhizoma Against Ischemic Stroke: A Network Pharmacology and Experimental Assessment,Zeng P.,2021,Frontiers in Pharmacology
"The Placental Innate Immune System Is Altered in Early-Onset Preeclampsia, but Not in Late-Onset Preeclampsia",Broekhuizen M.,2021,Frontiers in Immunology
"Genetic Contributors of Incident Stroke in 10,700 African Americans With Hypertension: A Meta-Analysis From the Genetics of Hypertension Associated Treatments and Reasons for Geographic and Racial Differences in Stroke Studies",Armstrong N.D.,2021,Frontiers in Genetics
MAP Kinase Phosphatase-5 Deficiency Protects Against Pressure Overload-Induced Cardiac Fibrosis,Zhong C.,2021,Frontiers in Immunology
Effects of strawberries on bone biomarkers in pre- And stage 1-hypertensive postmenopausal women: A secondary analysis,Feresin R.G.,2021,Food and Function
MUFA in metabolic syndrome and associated risk factors: Is MUFA the opposite side of the PUFA coin?,Sheashea M.,2021,Food and Function
Mathematical modelling of haemorrhagic transformation after ischaemic stroke,Wang J.,2021,Journal of Theoretical Biology
The effect of intravenous ferric carboxymaltose on cardiac reverse remodelling following cardiac resynchronization therapy-the IRON-CRT trial,Martens P.,2021,European Heart Journal
Research progress of cirrhotic portal hypertension in diagnostic imaging methods,Li J.K.,2021,Zhonghua gan zang bing za zhi = Zhonghua ganzangbing zazhi = Chinese journal of hepatology
"Haemodynamic effects of a prehospital emergency anaesthesia protocol consisting of fentanyl, ketamine and rocuronium in patients with trauma: A retrospective analysis of data from a Helicopter Emergency Medical Service",Ter Avest E.,2021,BMJ Open
The Use of Different Components of Brain Oxygenation for the Assessment of Cerebral Haemodynamics: A Prospective Observational Study on COVID-19 Patients,Robba C.,2021,Frontiers in Neurology
Evaluation of the insertion parameters and complications of the i-gel plus airway device for maintaining patent airway during planned procedures under general anaesthesia: A protocol for a prospective multicentre cohort study,Klementova O.,2021,BMJ Open
"Reperfusion strategy and in-hospital outcomes for ST elevation myocardial infarction in secondary and tertiary hospitals in predominantly rural central China: A multicentre, prospective and observational study",Zhang Y.,2021,BMJ Open
Early Vascular Aging in Children With Type 1 Diabetes and Ambulatory Normotension,Šuláková T.,2021,Frontiers in Pediatrics
Do deaths from road traffic injuries follow a classical trimodal pattern in North West Ethiopia? A hospital-based prospective cohort study,Denu Z.A.,2021,BMJ Open
Trajectory Analysis of Orthostatic Hypotension in Parkinson’s Disease: Results From Parkinson’s Progression Markers Initiative Cohort,Chen K.,2021,Frontiers in Aging Neuroscience
The Differential Effects of Propylthiouracil and Methimazole as Graves’ Disease Treatment on Vascular Atherosclerosis Markers: A Randomized Clinical Trial,Wisnu W.,2021,Frontiers in Endocrinology
Sodium-Glucose Cotransporter 2 Inhibitors Mechanisms of Action: A Review,Fonseca-Correa J.I.,2021,Frontiers in Medicine
High-Salt Attenuates the Efficacy of Dapagliflozin in Tubular Protection by Impairing Fatty Acid Metabolism in Diabetic Kidney Disease,Zou M.,2021,Frontiers in Pharmacology
Retinal Microvascular Reactivity in Chronic Cigarette Smokers and Non-smokers: An Observational Cross-Sectional Study,Xu H.,2021,Frontiers in Medicine
Identification of NF1 Frameshift Variants in Two Chinese Families With Neurofibromatosis Type 1 and Early-Onset Hypertension,Lu Y.T.,2021,Frontiers in Pediatrics
"Salt Sensitivity of Blood Pressure in Blacks and Women: A Role of Inflammation, Oxidative Stress, and Epithelial Na<sup>+</sup>Channel",Sahinoz M.,2021,Antioxidants and Redox Signaling
Brain Areas Involved in Modulating the Immune Response Participating in Hypertension and Its Target Organ Damage,Perrotta M.,2021,Antioxidants and Redox Signaling
"Morphological and functional characterization of diabetic cardiomyopathy in db/db mice following exercise, metformin alone, or combination treatments",Lu J.,2021,Biochemical and Biophysical Research Communications
Predicting prolonged length of intensive care unit stay via machine learning,Wu J.Y.,2021,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences
Effect of different shunt strategies on cerebral infarction after carotid endarterectomy,Bai P.,2021,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences
Lumped parameter model of the cardiovascular system with baroreflex,Rubtsova E.,2021,Journal of Physics: Conference Series
The application effect of internet technology on managing patients with hypertension in a medical center A prospective case–control study,Yin B.D.,2021,Medicine (United States)
"Beneficial effects of Aloe ferox on lipid profile, blood pressure, and glycemic control in obese persons A CONSORT-clinical study",Gherbon A.,2021,Medicine (United States)
High Dose Steroids as First-Line Treatment Increased the Risk of In-Hospital Infections in Patients With Anti-NMDAR Encephalitis,Wang J.,2021,Frontiers in Immunology
Brainstem Abnormalities in Myalgic Encephalomyelitis/Chronic Fatigue Syndrome: A Scoping Review and Evaluation of Magnetic Resonance Imaging Findings,Nelson T.,2021,Frontiers in Neurology
A Common R219K Variant of ATP-Binding Cassette Transporter A1 Gene Alters Atherometabolic Traits in Pregnant Women With Gestational Diabetes Mellitus,Tang F.,2021,Frontiers in Endocrinology
Intermittent Fasting and Obesity-Related Health Outcomes: An Umbrella Review of Meta-analyses of Randomized Clinical Trials,Patikorn C.,2021,JAMA Network Open
Cigarette Smoking Increases the Risk of Type 2 Diabetes Mellitus in Patients with Non-Alcoholic Fatty Liver Disease: A Population-Based Cohort Study,Liu C.,2021,Experimental and Clinical Endocrinology and Diabetes
The effect of age and sex on factors associated with dementia,Fages-Masmiquel E.,2021,Revista de Neurologia
Agmatine Improves Olfactory and Cognitive Deficits in Spontaneously Hypertensive Rats (SHR): An Animal Model of Attention Deficit Hyperactivity Disorder (ADHD),França A.P.,2021,Behavioral Neuroscience
"Follow-Up of Blood Pressure, Arterial Stiffness, and GFR in Pediatric Kidney Transplant Recipients",Végh A.,2021,Frontiers in Medicine
Cross-Talk Between Large Artery Stiffness and Retinal Microvasculature in Children: The ExAMIN Youth SA Study,Breet Y.,2021,Frontiers in Pediatrics
Peripheral Blood Mitochondrial DNA Levels Were Modulated by SARS-CoV-2 Infection Severity and Its Lessening Was Associated With Mortality Among Hospitalized Patients With COVID-19,Valdés-Aguayo J.J.,2021,Frontiers in Cellular and Infection Microbiology
"Mechanical, Cardiorespiratory, and Muscular Oxygenation Responses to Sprint Interval Exercises Under Different Hypoxic Conditions in Healthy Moderately Trained Men",Solsona R.,2021,Frontiers in Physiology
Effect of Values Affirmation on Reducing Racial Differences in Adherence to Hypertension Medication: The HYVALUE Randomized Clinical Trial,Daugherty S.L.,2021,JAMA Network Open
"Impact of Dietary Restriction Regimens on Mitochondria, Heart, and Endothelial Function: A Brief Overview",Savencu C.E.,2021,Frontiers in Physiology
Nuchal Skinfold Thickness in Pediatric Brain Tumor Patients,Peng J.,2021,Frontiers in Endocrinology
Effect of Beta-Blocker Cardioselectivity on Vascular Refilling in Hemodialysis Patients,Nadal M.Á.,2021,CardioRenal Medicine
Associations of dietary patterns with blood pressure and markers of subclinical arterial damage in adults with risk factors for CVD,Tzelefa V.,2021,Public Health Nutrition
Cilnidipine for Amlodipine Induced Pedal Edema and its Anti-hypertensive Effect in a Tertiary Care Teaching Hospital of Western Nepal,Kafle R.C.,2021,Journal of Nepal Health Research Council
The impact of extremely low maternal pre-pregnancy body mass index on pregnancy outcome: A brief report of two cases,Gašparovic V.E.,2021,Clinical and Experimental Obstetrics and Gynecology
Enhanced out-of-plane piezoelectricity of group-III(A) Janus hydrofluoride monolayers,Zhang H.N.,2021,Physical Review B
Analysis of animal models of hypertension based on characteristics of clinical symptoms of Chinese and western medicine,Huang S.M.,2021,Zhongguo Zhongyao Zazhi
A Novel Protective Role for Matrix Metalloproteinase-8 in the Pulmonary Vasculature,Dieffenbach P.B.,2021,American Journal of Respiratory and Critical Care Medicine
Salt intake per dish in the Japanese diet: A clue to help establish dietary goals at home,Imamoto M.,2021,Journal of Nutritional Science
Anti-hypertensive and endothelia protective effects of Fufang Qima capsule (复方芪麻胶囊) on primary hypertension via adiponectin/adenosine monophosphate activated protein kinase pathway,Zhao Z.,2021,Journal of Traditional Chinese Medicine
Shumian capsule (舒眠胶囊) improves symptoms of sleep mood disorder in convalescent patients of Corona Virus Disease 2019,Li L.,2021,Journal of Traditional Chinese Medicine
Reduced Reflex Autonomic Responses Following Intradetrusor OnabotulinumtoxinA Injections: A Pre-/Post-study in Individuals With Cervical and Upper Thoracic Spinal Cord Injury,Dorey T.W.,2021,Frontiers in Physiology
Cardiovascular Autonomic Function Changes and Predictors During a 2-Year Physical Activity Program in Rheumatoid Arthritis: A PARA 2010 Substudy,Hupin D.,2021,Frontiers in Medicine
Early Versus Routine Oral Glucose Tolerance Test in Women With Intermediate Hyperglycemia at First Prenatal Visit: A Retrospective Cohort Study in China,Ye Y.,2021,Frontiers in Endocrinology
Case Report: Glucocorticoid Effect Observation in a Ureteral Urothelial Cancer Patient With ICI-Associated Myocarditis and Multiple Organ Injuries,Hu X.,2021,Frontiers in Immunology
Associations Between Physical Activity and Hypertension in Chinese Children: A Cross-Sectional Study From Chongqing,Wang Q.,2021,Frontiers in Medicine
Contribution of Brain Processes to Tissue Loss After Spinal Cord Injury: Does a Pain-Induced Rise in Blood Pressure Fuel Hemorrhage?,Fauss G.N.K.,2021,Frontiers in Systems Neuroscience
Psychological and pharmacological interventions for depression in patients with coronary artery disease,Tully P.J.,2021,Cochrane Database of Systematic Reviews
Anti-hypertensive Peptide Predictor: A Machine Learning-Empowered Web Server for Prediction of Food-Derived Peptides with Potential Angiotensin-Converting Enzyme-I Inhibitory Activity,Kalyan G.,2021,Journal of Agricultural and Food Chemistry
An Unusual Case of Obstructive Shock,Parlow S.,2021,JACC: Case Reports
"Eukaryotic elongation factor 2 kinase inhibitor, A484954 induces diuretic effect via renal vasorelaxation in spontaneously hypertensive rats",Kodama T.,2021,European Journal of Pharmacology
Quercetin ameliorated remote myocardial injury induced by renal ischemia/reperfusion in rats: Role of Rho-kinase and hydrogen sulfide,El-Sayed S.S.,2021,Life Sciences
"A comparison of GABA-ergic (propofol) and non-GABA-ergic (dexmedetomidine) sedation on visual and motor cortical oscillations, using magnetoencephalography",Saxena N.,2021,NeuroImage
Mucoadhesive buccal tablets with propranolol hydrochloride: Formulation development and in vivo performances in experimental essential hypertension,Kurćubić I.,2021,International Journal of Pharmaceutics
Acute Kidney Injury and Renal Replacement Therapy After Fontan Operation,Niaz T.,2021,American Journal of Cardiology
A Collateral Sensor Data Sharing Framework for Decentralized Healthcare Systems,Rahman M.Z.U.,2021,IEEE Sensors Journal
"Distinct renin/aldosterone activity profiles correlate with renal function, natriuretic response, decongestive ability and prognosis in acute heart failure",Biegus J.,2021,International Journal of Cardiology
A new perspective on cardiovascular drift during prolonged exercise,Souissi A.,2021,Life Sciences
Acute autonomic effects of rose oxide on cardiovascular parameters of Wistar and spontaneously hypertensive rats,dos Santos R.B.,2021,Life Sciences
Seasonal dynamics of VOCs released from Cinnamomun camphora forests and the associated adjuvant therapy for geriatric hypertension,Zhou Q.,2021,Industrial Crops and Products
Robust Rank Aggregation and Least Absolute Shrinkage and Selection Operator Analysis of Novel Gene Signatures in Dilated Cardiomyopathy,Ma X.,2021,Frontiers in Cardiovascular Medicine
"Microalbuminuria in Patients with Hypertension Visiting Tertiary Care Centre, Western Nepal",Twayana Y.,2021,Journal of Nepal Health Research Council
Investigating contrasting results in REDUCE-IT and STRENGTH: Partial answers but questions remain,Maki K.C.,2021,European Heart Journal
A 'normotensive' adult with dysplastic double aortic arch,Li X.,2021,European Heart Journal
Health Behavior Change Programs in Primary Care and Community Practices for Cardiovascular Disease Prevention and Risk Factor Management among Midlife and Older Adults: A Scientific Statement from the American Heart Association,Laddu D.,2021,Circulation
Epigenetic Age and the Risk of Incident Atrial Fibrillation,Roberts J.D.,2021,Circulation
Prevalence of Long COVID symptoms in Bangladesh: A prospective Inception Cohort Study of COVID-19 survivors,Hossain M.A.,2021,BMJ Global Health
Serum Uric Acid and Risk of Chronic Heart Failure: A Systematic Review and Meta-Analysis,Miao L.,2021,Frontiers in Medicine
Assessment of Renal Function Status in Steady-State Sickle Cell Anaemic Children Using Urine Human Neutrophil Gelatinase-Associated Lipocalin and Albumin:Creatinine Ratio,Olawale O.O.,2021,Medical Principles and Practice
A Low-Carbohydrate Diet Realizes Medication Withdrawal: A Possible Opportunity for Effective Glycemic Control,Han Y.,2021,Frontiers in Endocrinology
Intravenous Thrombolysis After Reversal of Dabigatran With Idarucizumab in Acute Ischemic Stroke: A Case Report,Xie D.,2021,Frontiers in Aging Neuroscience
Lack of Association Between Helicobacter pylori Infection and the Risk of Thyroid Nodule Types: A Multicenter Case-Control Studyin China,Wang X.S.,2021,Frontiers in Cellular and Infection Microbiology
Altered Cortisol Metabolism Increases Nocturnal Cortisol Bioavailability in Prepubertal Children With Type 1 Diabetes Mellitus,Brossaud J.,2021,Frontiers in Endocrinology
Dysregulated BMP2 in the Placenta May Contribute to Early-Onset Preeclampsia by Regulating Human Trophoblast Expression of Extracellular Matrix and Adhesion Molecules,Yi Y.,2021,Frontiers in Cell and Developmental Biology
Acetylcarnitine Is Associated With Cardiovascular Disease Risk in Type 2 Diabetes Mellitus,Zhao S.,2021,Frontiers in Endocrinology
Extracranial Carotid Plaque Hemorrhage Is Independently Associated With Poor 3-month Functional Outcome After Acute Ischemic Stroke—A Prospective Cohort Study,Che F.,2021,Frontiers in Neurology
Prevalence of Metabolic Syndrome in Chinese Patients With Erythrodermic Psoriasis: A Case-Control Study,Ma A.R.,2021,Frontiers in Endocrinology
Stress as a Chromatin Landscape Architect,Vertii A.,2021,Frontiers in Cell and Developmental Biology
Slower vs Faster Intravenous Fluid Bolus Rates and Mortality in Critically Ill Patients - Reply,Zampieri F.G.,2021,JAMA
"Race, Ethnicity, Hypertension, and Heart Disease: JACC Focus Seminar 1/9",Ogunniyi M.O.,2021,Journal of the American College of Cardiology
The effects of estrogen deficiency and aging on myocardial deformation and motion in normotensive female rats,Maluleke T.T.,2021,"Menopause (New York, N.Y.)"
Salt-Sensitivity of Blood Pressure and Insulin Resistance,Ertuglu L.A.,2021,Frontiers in Physiology
Multiple Laplacian Regularized RBF Neural Network for Assessing Dry Weight of Patients With End-Stage Renal Disease,Guo X.,2021,Frontiers in Physiology
Case Report: Necrotizing Stomatitis as a Manifestation of COVID-19-Associated Vasculopathy,Emeršič N.,2021,Frontiers in Pediatrics
Characterization of the Canine Retinal Vasculature With Optical Coherence Tomography Angiography: Comparisons With Histology and Fluorescein Angiography,Ripolles-Garcia A.,2021,Frontiers in Neuroanatomy
Gender Differences in the Association Between Obesity Indices and Chronic Kidney Disease Among Middle-Aged and Elderly Taiwanese Population: A Community-Based Cross-Sectional Study,Chen I.J.,2021,Frontiers in Endocrinology
The Association Between Cardiovascular Autonomic Function and Changes in Kidney and Myocardial Function in Type 2 Diabetes and Healthy Controls,Laursen J.C.,2021,Frontiers in Endocrinology
Complement C5a and Clinical Markers as Predictors of COVID-19 Disease Severity and Mortality in a Multi-Ethnic Population,Cyprian F.S.,2021,Frontiers in Immunology
Case Report: Anesthetic Management and Electrical Cardiometry as Intensive Hemodynamic Monitoring During Cheiloplasty in an Infant With Enzyme-Replaced Pompe Disease and Preserved Preoperative Cardiac Function,Liu M.C.,2021,Frontiers in Pediatrics
"A 30-Year Journey Through Integrative Physiology Research and Education, Courtesy of Angiotensin II",Curtis K.S.,2021,Frontiers in Physiology
"Renal Denervation for Hypertension: A Systematic Review and Meta-Analysis of Randomized, Blinded, Placebo-Controlled Trials",Ahmad Y.,2021,JACC: Cardiovascular Interventions
Pulmonary Artery Dilation: A Simple Measurement Informing Better Care,Sekaran N.K.,2021,JACC: Cardiovascular Interventions
"Mirror, Mirror on the Wall: Who Is the Fairest Meta-Analysis of All?",Kandzari D.E.,2021,JACC: Cardiovascular Interventions
The Predialysis Serum Sodium Level Modifies the Effect of Hemodialysis Frequency on Left-Ventricular Mass: The Frequent Hemodialysis Network Trials,Raimann J.G.,2021,Kidney and Blood Pressure Research
Nonocular Influencing Factors for Primary Glaucoma: An Umbrella Review of Meta-Analysis,Li W.,2021,Ophthalmic Research
"Clozapine-induced myocarditis: Electronic health register analysis of incidence, timing, clinical markers and diagnostic accuracy",Segev A.,2021,British Journal of Psychiatry
Obesity and the increased risk for COVID-19: Mechanisms and nutritional management,Morais A.H.D.A.,2021,Nutrition Research Reviews
Effect of periodontal treatments on blood pressure,Luo Y.,2021,Cochrane Database of Systematic Reviews
Infectious complications and vaccines,Ljungman P.,2021,Hematology (United States)
How to evaluate and treat the spectrum of TMA syndromes in pregnancy,Scully M.,2021,Hematology (United States)
Stimulation TcPO2 Testing Improves Diagnosis of Peripheral Arterial Disease in Patients With Diabetic Foot,Fejfarová V.,2021,Frontiers in Endocrinology
SUMO4 Gene SNP rs237025 and the Synergistic Effect With Weight Management: A Study of Risk Factors and Interventions for MetS,Tong Z.,2021,Frontiers in Genetics
"Development and Validation of a Simplified Prehospital Triage Model Using Neural Network to Predict Mortality in Trauma Patients: The Ability to Follow Commands, Age, Pulse Rate, Systolic Blood Pressure and Peripheral Oxygen Saturation (CAPSO) Model",Li Y.,2021,Frontiers in Medicine
"Hypertension and Stroke Cardiovascular Control Evaluation by Analyzing Blood Pressure, Cerebral Blood Flow, Blood Vessel Resistance and Baroreflex",Yeh S.J.,2021,Frontiers in Bioengineering and Biotechnology
Association Between the Severity of Diabetic Retinopathy and Optical Coherence Tomography Angiography Metrics,Xu B.,2021,Frontiers in Endocrinology
Recurrent Strokes as the First Presentation of Occult Pancreatic Cancer; Trousseau Syndrome: A Case Report,Al Nidawi F.,2021,Case Reports in Oncology
"The Microcirculatory Response to Endotoxemia and Resuscitation Is a Marker of Regional Renal Perfusion, Renal Metabolic Stress, and Tubular Injury",Gomez H.,2021,Antioxidants and Redox Signaling
Association between Serum Uric Acid and Hypertension in Han and Yugur of Gansu Province: The China National Health Survey,Yu C.,2021,Kidney and Blood Pressure Research
The value of the classic signs: Hypocalcemia,Calpena Martínez S.,2021,Medicina Clinica
Vascular age in a sample of general population of the sanitary area of Toledo (Spain). RICARTO study,Villarín-Castro A.,2021,Medicina Clinica
Coarctation of the aorta as a cause of difficult-to-control hypertension,Meijs T.A.,2021,Nederlands tijdschrift voor geneeskunde
Usefulness of Machine Learning for Identification of Referable Diabetic Retinopathy in a Large-Scale Population-Based Study,Yang C.,2021,Frontiers in Medicine
Efficacy and Safety of GLP-1 Receptor Agonists in Patients With Type 2 Diabetes Mellitus and Non-Alcoholic Fatty Liver Disease: A Systematic Review and Meta-Analysis,Zhu Y.,2021,Frontiers in Endocrinology
Effect of Intensity on Changes in Cardiac Autonomic Control of Heart Rate and Arterial Stiffness After Equated Continuous Running Training Programs,Soltani M.,2021,Frontiers in Physiology
Effect of Electrical Impedance Tomography-Guided Early Mobilization in Patients After Major Upper Abdominal Surgery: Protocol for a Prospective Cohort Study,Song X.,2021,Frontiers in Medicine
Dual sEH/COX-2 Inhibition Using PTUPB—A Promising Approach to Antiangiogenesis-Induced Nephrotoxicity,Jankiewicz W.K.,2021,Frontiers in Pharmacology
Giant Ovarian Cysts Treated by Single-Port Laparoscopic Surgery: A Case Series,Jiang L.,2021,Frontiers in Oncology
Heterogeneity of White Matter Hyperintensities in Cognitively Impaired Patients With Cerebral Small Vessel Disease,Wang T.,2021,Frontiers in Immunology
Cardiovagal Baroreflex Hysteresis Using Ellipses in Response to Postural Changes,Dabiri B.,2021,Frontiers in Neuroscience
Association Between the Triglyceride–Glucose Index and the Incidence of Diabetes in People With Different Phenotypes of Obesity: A Retrospective Study,Zou S.,2021,Frontiers in Endocrinology
A cloud system for extraction of autonomic nervous system indices and blood pressure variabilities from video images,Yoshizawa M.,2021,Proceedings of the International Display Workshops
The Role of Cell-Free Plasma DNA in Patients with Cardiorenal Syndrome Type 1,Virzì G.M.,2021,CardioRenal Medicine
Blood pressure and its association with antiparkinsonian medications in patients with Parkinson's disease,Xue W.,2021,Chinese Journal of Neurology
Circadian rhythm disorder of blood pressure in Parkinson's disease,Renqing X.,2021,Chinese Journal of Neurology
Upregulation of Fibrinogen-Like 1 Expression Contributes to Reducing the Progression of Preeclampsia,Cheng T.L.,2021,Frontiers in Cell and Developmental Biology
Body Fat Distribution and Associated Risk of Cardiovascular Disease in Adults With Cerebral Palsy,Shin H.I.,2021,Frontiers in Neurology
"Characterization of Cardiac, Vascular, and Metabolic Changes in Young Childhood Cancer Survivors",Broberg O.,2021,Frontiers in Pediatrics
VRBT: A Non-pharmacological VR approach towards hypertension,Lo Y.,2021,"Proceedings of the ACM Symposium on Virtual Reality Software and Technology, VRST"
Understanding Barriers to Adherence to Optimal Treatment of Elevated Blood Pressure and Hypertension - Insights from Primary Care,Wang H.H.X.,2021,JAMA Network Open
Factors Associated with the Use of a Salt Substitute in Rural China,Liu Y.,2021,JAMA Network Open
"Alpha-lipoic acid did not affect lipid profile and blood pressure in critically ill patients: A randomized, double-blind clinical trial",Mohamadi A.,2021,Mediterranean Journal of Nutrition and Metabolism
Another STEP towards tighter control of blood pressure in the elderly,Volpe M.,2021,European heart journal
Efficacy of Sodium-Glucose Cotransporter 2 Inhibitors in Patients With Concurrent Type 2 Diabetes Mellitus and Non-Alcoholic Steatohepatitis: A Review of the Evidence,Yabiku K.,2021,Frontiers in Endocrinology
Red Blood Cell Count: An Unrecognized Risk Factor for Nonalcoholic Fatty Liver Disease,Zhong F.,2021,Frontiers in Endocrinology
Risk for Cardiovascular Adverse Events Associated With Sphingosine-1-Phosphate Receptor Modulators in Patients With Multiple Sclerosis: Insights From a Pooled Analysis of 15 Randomised Controlled Trials,Zhao Z.,2021,Frontiers in Immunology
Effect of milk protein content in Toddler formula on later BMI and obesity risk: Protocol of the multicentre randomised controlled Toddler Milk Intervention (ToMI) trial,Grote V.,2021,BMJ Open
Severe Acute Respiratory Syndrome Corona Virus-2 Infection in a Pediatric Kidney Transplant Recipient: A Case Report from India,Tatapudi R.R.,2021,Case Reports in Nephrology and Dialysis
Prediction of lifetime risk of cardiovascular disease deaths stratified by sex in the japanese population,Imai Y.,2021,Journal of the American Heart Association
Association of socioeconomic status with ideal cardiovascular health in black men,Azap R.A.,2021,Journal of the American Heart Association
Sex differences in cumulative exposure to metabolic risk factors before hypertension onset: The cohort of the tehran lipid and glucose study,Ramezankhani A.,2021,Journal of the American Heart Association
"A novel angiotensin-converting enzyme inhibitory peptide from rabbit meat protein hydrolysate: Identification, molecular mechanism, and antihypertensive effect: In vivo",Chen J.,2021,Food and Function
Molecular aspects of fructose metabolism and metabolic disease,Herman M.A.,2021,Cell Metabolism
Phenomenological-based model of glucose transport from liver to abdominal subcutaneous adipose tissue,Herron-Bedoya A.,2021,Journal of Theoretical Biology
Design and construction of three-dimensional physiologically-based vascular branching networks for respiratory assist devices,Santos J.A.,2021,Lab on a Chip
COVID-19 infection with delayed presentation of infective endocarditis of the prosthetic pulmonary valve,Chimoriya R.,2021,Cardiology in the Young
The role of dietary nitrate and the oral microbiome on blood pressure and vascular tone,Alzahrani H.S.,2021,Nutrition Research Reviews
Differential Changes in Akt and AMPK Phosphorylation Regulating mTOR Activity in the Placentas of Pregnancies Complicated by Fetal Growth Restriction and Gestational Diabetes Mellitus With Large-For-Gestational Age Infants,Hung T.H.,2021,Frontiers in Medicine
Effects of Nrf1 in Hypothalamic Paraventricular Nucleus on Regulating the Blood Pressure During Hypertension,Yu X.J.,2021,Frontiers in Neuroscience
Lipocalin-2 Variants and Their Relationship With Cardio-Renal Risk Factors,Li D.,2021,Frontiers in Endocrinology
Low-Titer Group O Whole-Blood Resuscitation in the Prehospital Setting in Israel: Review of the First 2.5 Years' Experience,Levin D.,2021,Transfusion Medicine and Hemotherapy
Efficacy of mediterranean diet on blood biochemical factors in type II diabetic patients: A randomized controlled trial,Zahedi M.,2021,Gazi Medical Journal
Predictive value of ultrasonic cardiac output monitor in premature infants with hemodynamic significant patent ductus arteriosus,Chen X.,2021,Chinese Journal of Applied Clinical Pediatrics
MicroRNA-210–5p alleviates cardiac fibrosis via targeting transforming growth factor-beta type I receptor in rats on high sodium chloride (NaCl)-based diet,Zhao K.,2021,European Journal of Pharmacology
Cardioprotective effects of Talinum paniculatum (Jacq.) Gaertn. in doxorubicin-induced cardiotoxicity in hypertensive rats,Souto C.G.R.G.,2021,Journal of Ethnopharmacology
Downregulation of Arntl mRNA Expression in Women with Hypertension: A Case-Control Study,Fang Z.,2021,Kidney and Blood Pressure Research
Extreme Hypoxia Causing Brady-Arrythmias During Apnea in Elite Breath-Hold Divers,Kjeld T.,2021,Frontiers in Physiology
The Humoral Immune Response to BNT162b2 Vaccine Is Associated With Circulating CD19+ B Lymphocytes and the Naïve CD45RA to Memory CD45RO CD4+ T Helper Cells Ratio in Hemodialysis Patients and Kidney Transplant Recipients,Duni A.,2021,Frontiers in Immunology
Centella asiatica (L.) Urb. Prevents Hypertension and Protects the Heart in Chronic Nitric Oxide Deficiency Rat Model,Bunaim M.K.,2021,Frontiers in Pharmacology
"Insights Into Acute and Delayed Cisplatin-Induced Emesis From a Microelectrode Array, Radiotelemetry and Whole-Body Plethysmography Study of Suncus murinus (House Musk Shrew)",Tu L.,2021,Frontiers in Pharmacology
Efficacy and safety of Yangxue Qingnao granules for the treatment of essential hypertension: A protocol for systematic review and meta-analysis,Liu Y.,2021,Medicine (United States)
Possible association between oral health and sleep duration: A cross-sectional study based on the Korean National Health and Nutrition Examination Surveys from 2010 to 2015,Han S.,2021,Medicine (United States)
Identifying Circulating Urotensin II and Urotensin II-Related Peptide-Generating Enzymes in the Human Plasma Fraction Cohn IV-4,Schuster R.,2021,Journal of Proteome Research
Inhibition of microRNA-30a alleviates vascular remodeling in pulmonary arterial hypertension,Ma W.,2021,Molecular Therapy - Nucleic Acids
Lead,Bergdahl I.A.,2021,Handbook on the Toxicology of Metals: Fifth Edition
"Hypertension Clinical Practice Guidelines (ISH, 2020): What Is New?",Chakraborty D.S.,2021,Medical Principles and Practice
A Molecular Investigation of Malaria Infections From High-Transmission Areas of Southern Togo Reveals Different Species of Plasmodium Parasites,Kassegne K.,2021,Frontiers in Microbiology
Transarterial Chemoembolization Combined With Endoscopic Therapy Is Beneficial for Unresectable Hepatocellular Carcinoma With Esophagogastric Varices,Tao Z.,2021,Frontiers in Oncology
Study on a thermophysiological model for health assessment of showering environment in China,Ying Y.,2021,Journal of Physics: Conference Series
Social Isolation Is Associated With Rapid Kidney Function Decline and the Development of Chronic Kidney Diseases in Middle-Aged and Elderly Adults: Findings From the China Health and Retirement Longitudinal Study (CHARLS),Zhou W.,2021,Frontiers in Medicine
Attenuation Value in Adrenal Incidentalomas: A Longitudinal Study,Ceccato F.,2021,Frontiers in Endocrinology
Measurement of Pulmonary Artery Wave Reflection Before and After Mitral Valvuloplasty in Canine Patients With Pulmonary Hypertension Caused by Myxomatous Mitral Valve Disease,Yoshida T.,2021,Frontiers in Veterinary Science
