title,authors,year,source
The renin-angiotensin-aldosterone system inhibitors in COVID-19: From acidosis to ventilation and immunity,Wan-Hui L.,2020,Swiss Medical Weekly
Cocaine cardiotoxicity and ventricular disfunction in a young patient,de Carvalho e Souza K.,2020,Medicina (Brazil)
The APLNR gene polymorphism rs7119375 is associated with an increased risk of development of essential hypertension in the Chinese population: A meta-analysis,Yoshikawa M.,2020,Medicine (United States)
"Cross-sectional study of diabetes kidney disease in the Eastern Cape, South Africa",Adeniyi O.V.,2020,Medicine (United States)
Application of Artificial Intelligence in the Analysis of Features Affecting Cataract Surgery Complications in a Teaching Hospital,Lanza M.,2020,Frontiers in Medicine
Cellular Senescence in Kidney Fibrosis: Pathologic Significance and Therapeutic Strategies,Xu J.,2020,Frontiers in Pharmacology
Meningiomas in Premenopausal Women: Role of the Hormone Related Conditions,Maiuri F.,2020,Frontiers in Oncology
"Hydroxysafflor Yellow A: A Systematical Review on Botanical Resources, Physicochemical Properties, Drug Delivery System, Pharmacokinetics, and Pharmacological Effects",Zhao F.,2020,Frontiers in Pharmacology
"Case Report: A de novo CTNNB1 Nonsense Mutation Associated With Neurodevelopmental Disorder, Retinal Detachment, Polydactyly",KE Z.,2020,Frontiers in Pediatrics
"Evaluating ELISA, Immunofluorescence, and Lateral Flow Assay for SARS-CoV-2 Serologic Assays",Michel M.,2020,Frontiers in Microbiology
Clinical Study on Pulmonary Hypertension Caused by Genetic Immunity and Environment,Wang G.X.,2020,E3S Web of Conferences
"Predictors of renal damage in systemic lupus erythematous patients: Data from a multiethnic, multinational Latin American lupus cohort (GLADEL)",ReÃ¡tegui-Sokolova C.,2020,RMD Open
Hospitalizations among adults with chronic kidney disease in the United States: A cohort study,Schrauben S.J.,2020,PLoS Medicine
Reply,Cepas-Guillén P.,2020,Medicina Clinica
"Discovery to Launch of Anti-allergy (Emadine; Patanol/Pataday/Pazeo) and Anti-glaucoma (Travatan; Simbrinza) Ocular Drugs, and Generation of Novel Pharmacological Tools Such as AL-8810",Sharif N.A.,2020,ACS Pharmacology and Translational Science
Comparative analysis between the use of renin-angiotensin system antagonists and clinical outcomes of hospitalized patients with COVID-19 respiratory infection,Martínez-del Río J.,2020,Medicina Clinica
Risk of severe COVID-19 in hypertensive patients treated with renin-angiotensin-aldosterone system inhibitors,Golpe R.,2020,Medicina Clinica
First test of an automated detection platform to identify risk of decompensation in elderly patients,Zulfiqar A.A.,2020,European Journal of Case Reports in Internal Medicine
Efficacy and safety of TACE combined with Sorafenib in treatment of BCLC-C stage hepatocellular carcinoma,Zhu Y.,2020,Chinese Journal of Interventional Imaging and Therapy
Profile of elderly patients receiving antiretroviral therapy at Newlands Clinic in 2020: A cross-sectional study,Chimbetete C.,2020,Southern African Journal of HIV Medicine
Influence of benzalkonium chloride in anti-glaucoma medications on intraocular pressure and ocular surface: a Meta-analysis,Liu L.,2020,Zhonghua Shiyan Yanke Zazhi/Chinese Journal of Experimental Ophthalmology
The Utility of Diffusion-Weighted MRI Lesions to Compare the Effects of Different Heparinization Schemes in Intracranial Aneurysms Treated by Endovascular Intervention,Zhang L.,2020,Frontiers in Neurology
Maternal and Fetal Outcomes of Pregnancy in Nephrotic Syndrome Due to Primary Glomerulonephritis,Siligato R.,2020,Frontiers in Medicine
Treatment of Rare Inflammatory Kidney Diseases: Drugs Targeting the Terminal Complement Pathway,Ort M.,2020,Frontiers in Immunology
Dynamic SARS-CoV-2-Specific Immunity in Critically Ill Patients With Hypertension,Zeng Q.,2020,Frontiers in Immunology
Schistosomiasis Pulmonary Arterial Hypertension,Sibomana J.P.,2020,Frontiers in Immunology
Therapeutic Lessons to be Learned From the Role of Complement Regulators as Double-Edged Sword in Health and Disease,de Boer E.C.W.,2020,Frontiers in Immunology
Haemolytic anaemia: A consequence of COVID-19,Jawed M.,2020,BMJ Case Reports
Invasive pneumococcal disease confirmed in five different sites including Austrian syndrome in a male patient with methamphetamine abuse,Mekraksakit P.,2020,BMJ Case Reports
Epidemiology of depressive disorders in people living with hypertension in Africa: A systematic review and meta-analysis,Endomba F.T.,2020,BMJ Open
Pomalidomide and dexamethasone in myelomatous pleural effusion,Comba I.Y.,2020,BMJ Case Reports
Rare case of Marchiafava-Bignami disease due to thiamine deficiency and malnutrition,Kinsley S.,2020,BMJ Case Reports
Comparison of health service use and costs in stroke with and without comorbidities: A cross-sectional analysis using China urban medical claims data,DIng R.,2020,BMJ Open
Case 38-2020: A 52-year-old man with cancer and acute hypoxemia,Marinacci L.X.,2020,New England Journal of Medicine
Determinants of behavioural and biological risk factors for cardiovascular diseases from state level STEPS survey (2017–19) in Madhya Pradesh,Kokane A.M.,2020,PeerJ
Accuracy of fibrinogen/d-dimer ratio in predicting the occurrence of coronary slow flow phenomenon,Indrajaya T.,2020,Open Access Macedonian Journal of Medical Sciences
"Influence of Cigarettes and Alcohol on the Severity and Death of COVID-19: A Multicenter Retrospective Study in Wuhan, China",Dai M.,2020,Frontiers in Physiology
Increasing Risks of Suicide Attempt and Suicidal Drug Overdose After Head Trauma in Patients With Sleep-Disordered Breathing: A Population-Based Study,Harnod D.,2020,Frontiers in Psychiatry
"D-dimer, Troponin, and Urea Level at Presentation With COVID-19 can Predict ICU Admission: A Single Centered Study",Hachim M.Y.,2020,Frontiers in Medicine
DNA methyltransferase 3B deficiency unveils a new pathological mechanism of pulmonary hypertension,Yan Y.,2020,Science Advances
Posterior reversible encephalopathy syndrome in a patient with serotonin syndrome,Prakash S.,2020,BMJ Case Reports
Insulin autoimmune syndrome: A rare cause of spontaneous hypoglycaemia in non-diabetic individuals,Ravindra S.,2020,BMJ Case Reports
Cardiac arrest due to accidental overdose with norepinephrine dissolved in crystalloid,Hansel J.,2020,BMJ Case Reports
Primary cardiac angiosarcoma masquerading as intracardiac thrombus,Villano N.,2020,BMJ Case Reports
Cerebral venous sinus thrombosis in a patient with concomitant Graves' disease and squamous cell carcinoma of the cervix,Chee Y.C.,2020,BMJ Case Reports
Rare aggressive solid pseudopapillary neoplasm of the ovary with metastatic disease following surgical resection,Kushner B.S.,2020,BMJ Case Reports
Practice of Multidisciplinary Outpatient Service in the Department of Nephrology Participated by the Clinical Pharmacist,Yu W.L.,2020,Chinese Pharmaceutical Journal
Prolonged rituximab maintenance in follicular lymphoma patients: Long-term results of the SAKK 35/03 randomized trial,Moccia A.A.,2020,Blood Advances
MicroRNAs Bioinformatics Analyses Identifying HDAC Pathway as a Putative Target for Existing Anti‐COVID‐19 Therapeutics,Teodori L.,2020,Frontiers in Pharmacology
The Chemical Basis of Intracerebral Hemorrhage and Cell Toxicity With Contributions From Eryptosis and Ferroptosis,Derry P.J.,2020,Frontiers in Cellular Neuroscience
Metabolic abnormalities in G6PC3-deficient human neutrophils result in severe functional defects,McKinney C.,2020,Blood Advances
"Traditional Applications, Phytochemistry, and Pharmacological Activities of Eupatorium lindleyanum DC.: A Comprehensive Review",Wang X.,2020,Frontiers in Pharmacology
Zanubrutinib for the treatment of MYD88 wild-type Waldenström macroglobulinemia: A substudy of the phase 3 ASPEN trial,Dimopoulos M.,2020,Blood Advances
"Relationship Among Inflammation, Overweight Status, and Cognitive Impairment in a Community-Based Population of Chinese Adults",Wang J.,2020,Frontiers in Neurology
Evidence of thrombotic microangiopathy in children with SARS-CoV-2 across the spectrum of clinical presentations,Diorio C.,2020,Blood Advances
Medical Treatment of Cushing's Disease: An Overview of the Current and Recent Clinical Trials,Pivonello R.,2020,Frontiers in Endocrinology
"Leukocytes, Systemic Inflammation and Immunopathology in Acute-on-Chronic Liver Failure",Casulleras M.,2020,Cells
Association of midlife vascular risk and AD biomarkers with subsequent cognitive decline,Pettigrew C.,2020,Neurology
Duration of obesity exposure between ages 10 and 40 years and its relationship with cardiometabolic disease risk factors: A cohort study,Norris T.,2020,PLoS Medicine
Prevalence and correlates of depression among black and Latino stroke survivors with uncontrolled hypertension: A cross-sectional study,Ogunlade A.O.,2020,BMJ Open
"Vitamin D supplementation prior to in vitro fertilisation in women with polycystic ovary syndrome: A protocol of a multicentre randomised, double-blind, placebo-controlled clinical trial",Hu K.L.,2020,BMJ Open
Pulmonary Fungal Infections Affect Patients with COVID-19,Kuehn B.M.,2020,JAMA - Journal of the American Medical Association
Analysis of ARMD related risk factors and establishment of Nomoto prediction model in high altitude area,Guan R.J.,2020,International Eye Science
Improving Care for Heart Failure with Reduced Ejection Fraction-A Potential Polypill-Based Strategy,Agarwal A.,2020,JAMA - Journal of the American Medical Association
Urinary Magnesium in the Evaluation of Hypomagnesemia,Tucker B.M.,2020,JAMA - Journal of the American Medical Association
Experimental Rodent Models of Cardiovascular Diseases,Jia T.,2020,Frontiers in Cardiovascular Medicine
"Potential Role of Adjuvant Lenvatinib in Improving Disease-Free Survival for Patients With High-Risk Hepatitis B Virus-Related Hepatocellular Carcinoma Following Liver Transplantation: A Retrospective, Case Control Study",Han B.,2020,Frontiers in Oncology
Mediating Effect of Self-Efficacy on the Relationship Between Medication Literacy and Medication Adherence Among Patients With Hypertension,Shen Z.,2020,Frontiers in Pharmacology
Chinese guidelines on the management of liver cirrhosis (abbreviated version),Xu X.Y.,2020,World Journal of Gastroenterology
Real-world patterns of pegloticase use for treatment of gout: Descriptive multidatabase cohort study,Chen S.K.,2020,BMJ Open
Adults' experiences of living with pulmonary hypertension: A thematic synthesis of qualitative studies,Rawlings G.H.,2020,BMJ Open
"Study protocol for a multicentre, prospective cohort study of the association of angiotensin II type 1 receptor blockers on outcomes of coronavirus infection",Russell J.A.,2020,BMJ Open
Mineralocorticoid receptor antagonists for diabetic kidney disease,Rossing P.,2020,Clinical Journal of the American Society of Nephrology
Racial disparities in the arteriovenous fistula care continuum in hemodialysis patients,Qian J.,2020,Clinical Journal of the American Society of Nephrology
Esaxerenone (CS-3150) in patients with type 2 diabetes and microalbuminuria (ESAX-DN): Phase 3 randomized controlled clinical trial,Ito S.,2020,Clinical Journal of the American Society of Nephrology
A comparison of different estimates of albuminuria in association with mortality in epidemiologic research,Koopman J.J.E.,2020,Clinical Journal of the American Society of Nephrology
Retrospective review of complications of liver hydatid cyst surgery with emphasis on outcomes of omentoplasty,Hosseini Shabanan S.,2020,Iranian Journal of Parasitology
Design of huantai childhood cardiovascular health cohort study,Yang L.L.,2020,Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine]
Association of blood pressure and left ventricular mass in children from the PROC cohort study,Shu W.,2020,Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine]
Elevated blood pressure in childhood or adolescence and early cardiovascular damage,Sun J.H.,2020,Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine]
Prevalence of pediatric hypertension during three separate visits based on one center cross-sectional study,Yu Z.Q.,2020,Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine]
Isometric exercise training for hypertension,Smart N.A.,2020,Cochrane Database of Systematic Reviews
Sex- And age-based differences in the effect of central serotonin on arterial blood pressure regulation,Magnusson J.L.,2020,Journal of Applied Physiology
The Prevalence of Hypertension and Its Influencing Factors in Middle-aged and Elderly People in China,Yuan J.,2020,Chinese General Practice
MicroRNA-874-5p regulates autophagy and proliferation in pulmonary artery smooth muscle cells by targeting Sirtuin 3,Zhang L.,2020,European Journal of Pharmacology
Systematic analysis of molecular mechanism of resveratrol for treating pulmonary hypertension based on network pharmacology technology,Chen Y.,2020,European Journal of Pharmacology
Dysfunctional Rhbdf2 of proopiomelanocortin mitigates ambient particulate matter exposure-induced neurological injury and neuron loss by antagonizing oxidative stress and inflammatory reaction,Xu M.X.,2020,Journal of Hazardous Materials
Epstein-barr virus-induced meningitis-retention syndrome,Suzuki M.,2020,European Journal of Case Reports in Internal Medicine
"Efficacy of ""kardiovitin"" in integrated treatment in arterial hypertension patients",Katamanova E.,2020,E3S Web of Conferences
Assessment of Hypertension Using Clinical Electrocardiogram Features: A First-Ever Review,Bird K.,2020,Frontiers in Medicine
A Potential Bioelectromagnetic Method to Slow Down the Progression and Prevent the Development of Ultimate Pulmonary Fibrosis by COVID-19,Masaud S.M.,2020,Frontiers in Immunology
The Prevalence of Pulmonary Hypertension Among Maintenance Dialysis Patients With ESRD and Its Associated Factors: A Retrospective Study,Zhang Y.,2020,Frontiers in Medicine
Prognostic factors and predictors of outcome in patients with COVID-19 and related pneumonia: a retrospective cohort study,Boari G.E.M.,2020,Bioscience Reports
Effects of antenatal dexamethasone and hyperglycemia on cardiovascular adaptation to asphyxia in preterm fetal sheep,Lear C.A.,2020,American Journal of Physiology - Regulatory Integrative and Comparative Physiology
US veterans administration diabetes risk (VADR) national cohort: Cohort profile,Avramovic S.,2020,BMJ Open
"Association between asymptomatic intracranial arterial stenosis and insulin resistance or diabetes mellitus: A cross-sectional study in rural Shandong, China",Wang Q.,2020,BMJ Open Diabetes Research and Care
Birth Weight Standard Deviation Score is a Significant Determinant of Serum Urotensin-II Levels at Term-Equivalent Age in Preterm Infants,Ebata A.,2020,American Journal of Perinatology
circRNA CDR1as Promotes Pulmonary Artery Smooth Muscle Cell Calcification by Upregulating CAMK2D and CNN3 via Sponging miR-7-5p,Ma C.,2020,Molecular Therapy - Nucleic Acids
Direct Delivery of MicroRNA96 to the Lungs Reduces Progression of Sugen/Hypoxia-Induced Pulmonary Hypertension in the Rat,Docherty C.K.,2020,Molecular Therapy - Nucleic Acids
Gender differences in vascular stiffness indicators and daily blood pressure profile in patients with arterial hypertension and depressive disorders,Fendrikova A.V.,2020,Kardiologiya
Effect of amlodipine on the manifestations of chronic insomnia in hypertensive patients with type 2 diabetes mellitus,Isayeva G.,2020,Arterial Hypertension (Poland)
Clinical Characteristics and Neonatal Outcomes of Pregnant Patients With COVID-19: A Systematic Review,Islam M.M.,2020,Frontiers in Medicine
Evidence for Training-Induced Changes in miRNA Levels in the Skeletal Muscle of Patients With Type 2 Diabetes Mellitus,Simaitis S.,2020,Frontiers in Physiology
Role of Growth Differentiation Factor 15 in Lung Disease and Senescence: Potential Role Across the Lifespan,Al-Mudares F.,2020,Frontiers in Medicine
Gender differences in treatment of coronavirus disease-2019,Ambrosino I.,2020,Monaldi Archives for Chest Disease
"Pharmacokinetics and Bioequivalence of Rasagiline Tablets in Chinese Healthy Subjects Under Fasting and Fed Conditions: An Open, Randomized, Single-Dose, Double-Cycle, Two-Sequence, Crossover Trial",Li Y.,2020,Frontiers in Pharmacology
"Patterns of Deterioration in Moderate Patients With COVID-19 From Jan 2020 to Mar 2020: A Multi-Center, Retrospective Cohort Study in China",Chen S.L.,2020,Frontiers in Medicine
"Gestational Diabetes Mellitus—Innovative Approach to Prediction, Diagnosis, Management, and Prevention of Future NCD—Mother and Offspring",McIntyre H.D.,2020,Frontiers in Endocrinology
Editorial: Renal Function in Acute and Chronic Kidney Diseases,Imig J.D.,2020,Frontiers in Physiology
The Expression of Proteins Related to Serotonin Pathway in Pulmonary Arteries of Dogs Affected With Pulmonary Hypertension Secondary to Degenerative Mitral Valve Disease,Sakarin S.,2020,Frontiers in Veterinary Science
Quantifying the impact of COVID-19 control measures using a Bayesian model of physical distancing,Anderson S.C.,2020,PLoS Computational Biology
Dose-dependent oral glucocorticoid cardiovascular risks in people with immunemediated inflammatory diseases: A population-based cohort study,Pujades-Rodriguez M.,2020,PLoS Medicine
Research protocol for the validation of a new portable technology for real-time continuous monitoring of Early Warning Score (EWS) in hospital practice and for an early-stage multistakeholder assessment,Manetti S.,2020,BMJ Open
Effect of finerenone on chronic kidney disease outcomes in type 2 diabetes,Bakris G.L.,2020,New England Journal of Medicine
Temperature detection system for Renal Denervation Catheter application,Gourikutty S.B.N.,2020,"2020 IEEE 22nd Electronics Packaging Technology Conference, EPTC 2020"
"Possibilities of ct in detection of portal cavernoma, differential diagnosis with adenocarcinoma of the pancreatic head",Trofimova T.N.,2020,Russian Electronic Journal of Radiology
Molecular biology of atherosclerotic ischemic strokes,Tuttolomondo A.,2020,International Journal of Molecular Sciences
Association of soluble suppression of tumorigenesis‐2 (ST2) with endothelial function in patients with ischemic heart failure,Dimitropoulos S.,2020,International Journal of Molecular Sciences
A sex-specific role of endothelial sirtuin 3 on blood pressure and diastolic dysfunction in female mice,Zeng H.,2020,International Journal of Molecular Sciences
The trends of medical care expenditure with adjustment of lifestyle habits and medication; 10-year retrospective follow-up study,Ono H.,2020,International Journal of Environmental Research and Public Health
Axitinib in ponatinib-resistant B-cell acute lymphoblastic leukemia harboring a T315L mutation,Giudice V.,2020,International Journal of Molecular Sciences
Increased mir-142 levels in plasma and atherosclerotic plaques from peripheral artery disease patients with post-surgery cardiovascular events,Barbalata T.,2020,International Journal of Molecular Sciences
Long-term benefits of tailored exercise in severe sarcoidosis: A case report,Herrera-Olivares A.M.,2020,International Journal of Environmental Research and Public Health
Vasa vasorum lumen narrowing in brain vascular hyalinosis in systemic hypertension patients who died of ischemic stroke,Gychka S.G.,2020,International Journal of Molecular Sciences
Feasibility of indonesia family life survey wave 5 (Ifls5) data for air pollution exposure–response study in indonesia,Agustian D.,2020,International Journal of Environmental Research and Public Health
Adiposity and high blood pressure during childhood: A prospective analysis of the role of physical activity intensity and sedentary time in the gecko drenthe cohort,Wiersma R.,2020,International Journal of Environmental Research and Public Health
Sex differences in risk factors for metabolic syndrome in the Korean population,Lee Y.,2020,International Journal of Environmental Research and Public Health
Bilateral nephroblastoma with dilated cardiomyopathy as an indication for off-protocol treatment: A case report,Sosnowska-Sienkiewicz P.,2020,International Journal of Environmental Research and Public Health
Hypertension prevalence based on blood pressure measurements on two vs. One visits: A community-based screening programme and a narrative review,Plumettaz C.,2020,International Journal of Environmental Research and Public Health
Status of theory use in self-care research,Jaarsma T.,2020,International Journal of Environmental Research and Public Health
"Correlation between sleep quality and frailty status among middle-aged and older taiwanese people: A community-based, cross-sectional study",Shih A.C.,2020,International Journal of Environmental Research and Public Health
Impact on health-related quality of life after different aerobic exercise programs in physically inactive adults with overweight/obesity and primary hypertension: Data from the exerdiet-hta study,Tous-Espelosín M.,2020,International Journal of Environmental Research and Public Health
Identification of EMT-Related Gene Signatures to Predict the Prognosis of Patients With Endometrial Cancer,Cai L.,2020,Frontiers in Genetics
Medical Image-Based Hemodynamic Analyses in a Study of the Pulmonary Artery in Children With Pulmonary Hypertension Related to Congenital Heart Disease,Wang L.,2020,Frontiers in Pediatrics
Risk factors for new-onset atrial fibrillation in patients with chronic obstructive pulmonary disease: A systematic review and meta-analysis,Huang Q.,2020,PeerJ
Sodium intake and heart failure,Patel Y.,2020,International Journal of Molecular Sciences
Lack of contribution of p66shc to pressure overload-induced right heart hypertrophy,Hirschhäuser C.,2020,International Journal of Molecular Sciences
Congestive hepatopathy,Fortea J.I.,2020,International Journal of Molecular Sciences
Home-based care for people with alzheimer’s disease and related dementias (Adrd) during covid-19 pandemic: From challenges to solutions,Sm-Rahman A.,2020,International Journal of Environmental Research and Public Health
The role of the adipokines in the most common gestational complications,Gutaj P.,2020,International Journal of Molecular Sciences
Regularity of clinical visits and medication adherence of patients with hypertension or diabetes in rural Yunnan Province of China,Gao Q.,2020,International Journal of Environmental Research and Public Health
Deleterious effects of hyperactivity of the renin-angiotensin system and hypertension on the course of chemotherapy-induced heart failure after doxorubicin administration: A study in ren-2 transgenic rat,Kala P.,2020,International Journal of Molecular Sciences
Association between quality of life and procedural outcome after catheter ablation for atrial fibrillation a secondary analysis of a randomized clinical trial,Terricabras M.,2020,JAMA Network Open
The effect of tiotropium/olodaterol versus fluticasone propionate/salmeterol on left ventricular filling and lung hyperinflation in patients with COPD,Herth F.,2020,BMJ Open Respiratory Research
The anti-hypertensive effect of time acupuncture on the patients with primary hypertension,WANG Y.j.,2020,World Journal of Acupuncture - Moxibustion
A sonographer's guide to the clinical utility of left ventricular speckle tracking strain,Jin Wang N.,2020,Sonography
ATS Core Curriculum 2020. Adult Pulmonary Medicine,Channick C.L.,2020,ATS Scholar
The effect of oral glucose tolerance testing on changes in arterial stiffness and blood pressure in elderly women with hypertension and relationships between the stage of diabetes and physical fitness levels,Lee J.,2020,Physical Activity and Nutrition
Depressive Symptoms and the Effectiveness of a Urate-Lowering Therapy in a Clinical Trial,Mrug S.,2020,ACR Open Rheumatology
Nitric oxide unravels the enigmatic function of the paranasal sinuses: a review of literature,Bazak R.,2020,Egyptian Journal of Otolaryngology
Prevalence and associated factors of hypokalemia in hypertension: the perspective in a low to middle-income setting,Barche B.,2020,Journal of Xiangya Medicine
Prospects of using resveratrol for cognitive impairment correction in patients with type II diabetes mellitus,Olshevskiy N.A.,2020,Russian Open Medical Journal
Digitalisation and the changing healthcare landscape,Söderlund L.Å.,2020,Pharma Times
Sensitivity and Specificity of Food Consumption Score in Predicting Hypertension among Lacto-vegetarian and Nonvegetarian Women in Bali,Astuti W.,2020,Malaysian Journal of Medicine and Health Sciences
Endovascular management of an unsual case of spontaneous Retroperitoneal Haemorrhage due to Fibromuscular Dysplasia,Molina-Nuevo J.D.,2020,CVIR Endovascular
Systemic Action of Inflammatory Mediators in Patients with Essential Hypertension and Diastolic Chronic Heart Failure: A Clinical Pathophysiological Study,Barsukov A.V.,2020,Pathophysiology
The Alcohol-Attributable Burden of Disease in Canada from 2000 to 2016,Franklin A.,2020,Canadian Journal of Addiction
Development trend and current situation of acupuncture-moxibustion indications,Liu W.h.,2020,World Journal of Acupuncture - Moxibustion
Safety and efficacy of intravenous thrombolysis in stroke patients on prior antiplatelet therapy in the WAKE-UP trial,Frey B.M.,2020,Neurological Research and Practice
Study in vitro and in silico on effectiveness noni fruit extract (Morinda Citrifolia) to reducing hypertension,Hijriansyah L.O.A.H.,2020,"Canrea Journal: Food Technology, Nutritions, and Culinary Journal"
NDSP 05: Prevalence and pattern of dyslipidemia in urban and rural areas of Pakistan; a sub analysis from second National Diabetes Survey of Pakistan (NDSP) 2016–2017,Basit A.,2020,Journal of Diabetes and Metabolic Disorders
Baseline characteristics and age-related macular degeneration in participants of the “ASPirin in Reducing Events in the Elderly” (ASPREE)-AMD trial,Robman L.D.,2020,Contemporary Clinical Trials Communications
Successful Treatment of Refractory Cancer Pain and Depression with Continuous Intrathecal Administration of Dexmedetomidine and Morphine: A Case Report,Huang G.,2020,Pain and Therapy
In-Hospital Outcomes of Patients With Pulmonary Hypertension and Cirrhosis: A 6-Year Population Cohort Study of Over One Million Patients,Khalid Y.,2020,Cardiology and Therapy
Clinical Characteristics and In-Hospital Mortality for COVID-19 Across The Globe,Goel S.,2020,Cardiology and Therapy
The TDR MOOC training in implementation research: evaluation of feasibility and lessons learned in Rwanda,Hooley C.,2020,Pilot and Feasibility Studies
Acute Migraine Prescription Patterns Vary by Baseline Cardiovascular Risk and Clinical Characteristics: A Real-World Evidence Study,Li H.,2020,Pain and Therapy
In-Hospital Outcomes of Patients with Acute Decompensated Heart Failure and Cirrhosis: An Analysis of the National Inpatient Sample,Khalid Y.S.,2020,Cardiology and Therapy
Solving an unusual case of acute kidney injury: Questions,Garg U.,2020,Pediatric Nephrology
Solving an unusual case of acute kidney injury: Answers,Garg U.,2020,Pediatric Nephrology
The association and mechanism between obstructive sleep apnea and systemic/pulmonary hypertension,Na J.O.,2020,Chronobiology in Medicine
The prevalence of iron deficiency and anemia and their impact on survival in patients at a cardio-oncology clinic,Čiburienė E.,2020,Cardio-Oncology
A case of irreversible bradycardia after rituximab therapy for diffuse large B-cell lymphoma,Ko Ko N.L.,2020,Cardio-Oncology
A rare complication after radiofrequency ablation in the treatment of colorectal liver metastasis: A case report,Ding R.,2020,Journal of Interventional Medicine
"Research progress in acute hypertensive renal injury by ""in vivo cryotechnique""",Sun D.,2020,Journal of Translational Internal Medicine
Unilateral motor weakness with kidney failure: Answers,Suzuki R.,2020,Pediatric Nephrology
Acute kidney injury in a patient with COVID-19: Questions,Tastemel Ozturk T.,2020,Pediatric Nephrology
A rare cause and a rare complication of hypertension in an adolescent: Questions,Leventoğlu E.,2020,Pediatric Nephrology
A rare cause and a rare complication of hypertension in an adolescent: Answers,Leventoğlu E.,2020,Pediatric Nephrology
Pain as the first manifestation of an acute ischemic parietal stroke: A case report,Saucedo M.A.,2020,Current Journal of Neurology
The performance of vascular age in the assessment of cardiovascular risk of patients with rheumatoid arthritis,Ferraz-Amaro I.,2020,Journal of Clinical Medicine
"Increased omega-3 fatty acid intake is inversely associated with sarcopenic obesity in women but not in men, based on the 2014–2018 korean national health and nutrition examination survey",Yang W.,2020,Journal of Clinical Medicine
Peptide YY (PYY) is associated with cardiovascular risk in patients with acute myocardial infarction,Haj-Yehia E.,2020,Journal of Clinical Medicine
Evaluation of systemic renin and angiotensin ii levels in normal tension glaucoma,Jeon S.J.,2020,Journal of Clinical Medicine
Left atrial appendage morphology and left atrial wall thickness are associated with cardio-embolic stroke,Adukauskaite A.,2020,Journal of Clinical Medicine
The influence of sex on clinical outcomes after surgical mitral valve replacement in Spain (2001–2015),Muñoz-Rivas N.,2020,Journal of Clinical Medicine
Perioperative myocardial infarction/myocardial injury is associated with high hospital mortality in elderly patients undergoing hip fracture surgery,Rostagno C.,2020,Journal of Clinical Medicine
Physical activity and mental health of patients with pulmonary hypertension during the COVID-19 pandemic,Dobler C.L.,2020,Journal of Clinical Medicine
Elevated procalcitonin as a risk factor for postoperative delirium in the elderly after cardiac surgery—a prospective observational study,Kupiec A.,2020,Journal of Clinical Medicine
NO synthesis markers are not significantly associated with blood pressure and endothelial dysfunction in patients with arterial hypertension: A cross-sectional study,Malle O.,2020,Journal of Clinical Medicine
Long-term morbidity and mortality after first and recurrent cardiovascular events in the artper cohort,Peris M.E.,2020,Journal of Clinical Medicine
Shear wave dispersion predicts liver fibrosis and adverse outcomes in patients with heart failure,Ohara H.,2020,Journal of Clinical Medicine
Relationship between N95 amplitude of pattern electroretinogram and optical coherence tomography angiography in open-angle glaucoma,Lee T.,2020,Journal of Clinical Medicine
Results of the “ger-e-tec” experiment involving the use of an automated platform to detect the exacerbation of geriatric syndromes,Zulfiqar A.A.,2020,Journal of Clinical Medicine
Revision surgery for postoperative spondylodiscitis at cage level after posterior instrumented fusion in the lumbar spine—anterior approach is not absolutely indicated,Liao J.C.,2020,Journal of Clinical Medicine
Treatment of visceral artery aneurysms and pseudoaneurysms with the use of cerebral flow diverting stents: initial experience,Rabuffi P.,2020,CVIR Endovascular
Factors associated with the prescribing of high-intensity statins,Chaure-Pardos A.,2020,Journal of Clinical Medicine
Antihypertensive treatment in kidney transplant recipients—a current single center experience,Jehn U.,2020,Journal of Clinical Medicine
High serum uric acid within the normal range is a useful predictor of hypertension among Japanese community-dwelling elderly women,Kawamoto R.,2020,Clinical Hypertension
Effect of home blood pressure monitoring for blood pressure control in hypertensive patients taking multiple antihypertensive medications including fimasartan (the FORTE study),Choi J.Y.,2020,Clinical Hypertension
Sacubitril/Valsartan Inhibits Cardiomyocyte Hypertrophy in Angiotensin II-Induced Hypertensive Mice Independent of a Blood Pressure-Lowering Effect,Tashiro K.,2020,Cardiology Research
Simultaneous estimation of gender male and atrial fibrillation as risk factors for adverse outcomes following transcatheter aortic valve implantation,Chikata Y.,2020,Journal of Clinical Medicine
Visual outcome after pars plana vitrectomy and phacofragmentation in patients of dropped nucleus,Mufti H.,2020,JK Practitioner
Hypertension and osteoporosis: Common pathophysiological mechanisms,Do Carmo L.,2020,Medicine in Novel Technology and Devices
"Mortality prediction of the cha<inf>2</inf> ds<inf>2</inf>-vasc score, the has-bled score, and their combination in anticoagulated patients with atrial fibrillation",Morrone D.,2020,Journal of Clinical Medicine
"An atlas of nail disorders, part 14",Leung A.K.C.,2020,Consultant
A 70-year-old man with a cardiac rhythm disturbance,No authors available,2020,Consultant
Nitrous oxide use–induced vitamin B12 deficiency with subacute combined degeneration of the spinal cord,Attri N.,2020,Consultant
Pulmonary arterial hypertension associated with congenital heart disease in adults over the age of 40 years,Maurer S.J.,2020,Journal of Clinical Medicine
