title,authors,year,source
Decompressive craniectomy: Comparative analysis between surgical time and better prognosis,Bem Junior L.S.,2022,Frontiers in Neurology
"Corrigendum: Integrated bioinformatic analysis reveals TXNRD1 as a novel biomarker and potential therapeutic target in idiopathic pulmonary arterial hypertension(Front. Med., (2022), 9, (894584), 10.3389/fmed.2022.894584)",Lin W.,2022,Frontiers in Medicine
The elevated visceral adiposity index increases the risk of hyperuricemia in Chinese hypertensive patients: A cross-sectional study,Liu H.,2022,Frontiers in Endocrinology
Prognostic significance of sarcopenia and systemic inflammation for patients with renal cell carcinoma following nephrectomy,Liu Q.,2022,Frontiers in Oncology
Apply pressure-strain loop to quantify myocardial work in pulmonary hypertension: A prospective cohort study,Wang J.,2022,Frontiers in Cardiovascular Medicine
Association between oxidative balance score and new-onset hypertension in adults: A community-based prospective cohort study,Lee J.H.,2022,Frontiers in Nutrition
Phenotypic alteration of low-density granulocytes in people with pulmonary post-acute sequalae of SARS-CoV-2 infection,Dean L.S.,2022,Frontiers in Immunology
Glucocorticoid induced adrenal insufficiency in children: Morning cortisol values to avoid LDSST,Laulhé M.,2022,Frontiers in Pediatrics
Insulin resistance in ischemic stroke: Mechanisms and therapeutic approaches,Ding P.F.,2022,Frontiers in Endocrinology
The mechanisms and roles of melatonin in gastrointestinal cancer,Gong Y.Q.,2022,Frontiers in Oncology
A systematic review and meta-analyses on the effects of atorvastatin on blood pressure and heart rate,Costa G.S.,2022,European heart journal. Cardiovascular pharmacotherapy
One-year follow-up of the CAPSID randomized trial for high-dose convalescent plasma in severe COVID-19 patients,Körper S.,2022,Journal of Clinical Investigation
Outcomes and Management of Head and Neck Cancer at a South Indian Cancer Centre: A Retrospective Study,Nagarajan M.,2022,Indian Journal of Medical and Paediatric Oncology
Cohort profile: Research on Obesity and Diabetes among African Migrants in Europe and Africa Prospective (RODAM-Pros) cohort study,Agyemang C.,2022,BMJ open
Disabling bullosis diabeticorum despite optimal type 2 diabetes control,Hamdan R.,2022,BMJ Case Reports
Chronic conditions patient's perception of post-COVID-19 pandemic teleconsulting continuation in primary care clinics: a qualitative descriptive study,Poitras M.E.,2022,BMJ Open
"Kidney function, cardiovascular outcomes and survival of living kidney donors with hypertension: A systematic review protocol",Bugeja A.,2022,BMJ Open
Molecular mechanism of Dalbergia cochinchinensis heartwood in regulation of energy metabolism to treat myocardial ischemia based on network pharmacology and experimental validation,Cheng L.H.,2022,Zhongguo Zhongyao Zazhi
"Computational design, synthesis and biological evaluation of PDE5 inhibitors based on N<sup>2</sup>,N<sup>4</sup>-diaminoquinazoline and N<sup>2</sup>,N<sup>6</sup>-diaminopurine scaffolds",Somnarin T.,2022,Bioorganic and Medicinal Chemistry
Cysteine and glycine rich protein 2 exacerbates vascular fibrosis in pulmonary hypertension through the nuclear translocation of yes-associated protein and transcriptional coactivator with PDZ-binding motif,Chen X.,2022,Toxicology and Applied Pharmacology
CD4:CD8 Ratio and CD8 Cell Count and Their Prognostic Relevance for Coronary Heart Disease Events and Stroke in Antiretroviral Treated Individuals: The Swiss HIV Cohort Study,Chammartin F.,2022,Journal of Acquired Immune Deficiency Syndromes
Aggressive MOGAD with bilateral corticospinal tract lesions following infection with Jamestown Canyon virus,Abud A.M.,2022,Journal of Neuroimmunology
Statins Utilization in Adults With HIV: The Treatment Gap and Predictors of Statin Initiation,Coburn S.B.,2022,Journal of Acquired Immune Deficiency Syndromes
Use of dual antiplatelet therapy following posterior ischemic stroke,Cupini L.M.,2022,Journal of the Neurological Sciences
PM<inf>2.5</inf> exposure associated with prenatal anxiety and depression in pregnant women,Zhao W.,2022,Ecotoxicology and Environmental Safety
Effects and safety of high-frequency rTMS in acute intracerebral hemorrhage patients: A pilot study,Komatsu T.,2022,Journal of the Neurological Sciences
Real-world utilization patterns of intravenous immunoglobulin in adults with generalized myasthenia gravis in the United States,Qi C.Z.,2022,Journal of the Neurological Sciences
Plasma zonulin correlates with cardiac dysfunction and poor physical performance in patients with chronic heart failure,Ahmad F.,2022,Life Sciences
"Disparities in Practice Patterns by Sex, Race, and Ethnicity in Patients Referred for Advanced Heart Failure Therapies",Herr J.J.,2022,American Journal of Cardiology
Prevalence and Influencing Factors of Sarcopenia in Essential Hypertension,Yang C.,2022,Chinese General Practice
Correlation between Serum Thyroid Hormone and Hyperuricemia in Euthyroid Hypertensive Patients,Zhao W.,2022,Chinese General Practice
Associations between prenatal multiple plasma metal exposure and newborn telomere length: Effect modification by maternal age and infant sex,Tang P.,2022,Environmental Pollution
GFAP astrocytopathy presenting with profound intracranial hypertension and vision loss,Canissario R.,2022,Journal of Neuroimmunology
Cabozantinib for previously treated radioiodine-refractory differentiated thyroid cancer: Updated results from the phase 3 COSMIC-311 trial,Brose M.S.,2022,Cancer
Efficacy and Safety of Sustained-Release Metoprolol With Dronedarone After Radiofrequency Ablation of Paroxysmal Atrial Fibrillation: A Propensity Matched Analysis,Wang P.,2022,American Journal of Cardiology
Fossil-fuel and combustion-related air pollution and hypertension in the Sister Study,Xu J.,2022,Environmental Pollution
Effect of Duration of Anticoagulation in the Incidence of Stroke in Patients With Left-Ventricular Thrombus,Lorente-Ros Á.,2022,American Journal of Cardiology
Factors Affecting Rate of Progression of Aortic Stenosis and Its Impact on Outcomes,Amanullah M.R.,2022,American Journal of Cardiology
Acute Dissection of Epicardial Coronary Arteries Shortly Following Full Term Delivery Resulting in Acute Myocardial Infarction and Leading to Orthotopic Heart Transplantation,Roberts W.C.,2022,American Journal of Cardiology
Transcarotid Versus Transfemoral Transcatheter Aortic Valve Replacement (from a Propensity-Matched Comparison),Hoover N.E.,2022,American Journal of Cardiology
Comparison of Dabigatran Versus Warfarin Treatment for the Prevention of New Cerebral Lesions in Valvular Atrial Fibrillation,S.H. Abrahim M.,2022,American Journal of Cardiology
"Sex-specific associations between lifetime diagnosis of bipolar disorder and cardiovascular disease: A cross-sectional analysis of 257,673 participants from the UK Biobank",Ortiz A.,2022,Journal of Affective Disorders
Real-world experience of esketamine use to manage treatment-resistant depression: A multicentric study on safety and effectiveness (REAL-ESK study),Martinotti G.,2022,Journal of Affective Disorders
Association between depressive symptoms and bone density in elderly patients with non-dialysis dependent chronic kidney disease,Lee D.Y.,2022,Journal of Affective Disorders
Treatment patterns and healthcare utilization of patients with treatment-resistant depression estimated using health insurance database: A population-based study from Taiwan,Huang W.L.,2022,Journal of Affective Disorders
Sex differences in the relationship of serum creatinine to cystatin C ratio and depressive symptoms among middle-aged and older adults in China,Zhu Y.,2022,Journal of Affective Disorders
Impact of hemoglobin levels at admission on outcomes among elderly patients with acute coronary syndrome treated with low-dose Prasugrel or clopidogrel: A sub-study of the ELDERLY ACS 2 trial,De Luca G.,2022,International Journal of Cardiology
Post-COVID-19 syndrome: Cardiovascular manifestations,Tanni S.E.,2022,International Journal of Cardiology
Robotic versus laparoscopic abdominoperineal resections for low rectal cancer: A single-center randomized controlled trial,Feng Q.,2022,Journal of Surgical Oncology
Serum glypican-4 is associated with the 10-year clinical outcome of patients with peripheral artery disease,Muendlein A.,2022,International Journal of Cardiology
Favorable effect of renal denervation on elevated renal vascular resistance in patients with resistant hypertension and type 2 diabetes mellitus,Manukyan M.,2022,Frontiers in Cardiovascular Medicine
Gender-specific factors associated with hypertension among women of childbearing age: Findings from a nationwide survey in India,Chhabra P.,2022,Frontiers in Cardiovascular Medicine
Contrast-enhanced ultrasonography for the management of portal hypertension in cirrhosis,Maruyama H.,2022,Frontiers in Medicine
Case report: Eculizumab plus obinutuzumab induction in a deceased donor kidney transplant recipient with DEAP-HUS,Favi E.,2022,Frontiers in Immunology
Establishment of triple-negative breast cancer cells based on BMI: A novel model in the correlation between obesity and breast cancer,Shveid Gerson D.,2022,Frontiers in Oncology
Premature stroke and cardiovascular risk in primary Sjögren's syndrome,Zippel C.L.,2022,Frontiers in Cardiovascular Medicine
Duration biased distribution of clinical and immunological phenotypes in active SLE,Yan Q.,2022,Frontiers in Immunology
Impact of hepatic steatosis on treatment response of autoimmune hepatitis: A retrospective multicentre analysis,Liu P.,2022,Frontiers in Immunology
The thromboxane receptor antagonist NTP42 promotes beneficial adaptation and preserves cardiac function in experimental models of right heart overload,Mulvaney E.P.,2022,Frontiers in Cardiovascular Medicine
Mitochondrial dysfunction in pulmonary arterial hypertension,Zhang W.,2022,Frontiers in Physiology
Association between weight-adjusted-waist index and heart failure: Results from National Health and Nutrition Examination Survey 1999–2018,Zhang D.,2022,Frontiers in Cardiovascular Medicine
Social participation and mental health of immunocompromised individuals before and after COVID-19 vaccination–Results of a longitudinal observational study over three time points,Heesen G.,2022,Frontiers in Psychiatry
A high triglyceride glucose index is associated with early renal impairment in the hypertensive patients,Dong J.,2022,Frontiers in Endocrinology
Immune mechanism of gut microbiota and its metabolites in the occurrence and development of cardiovascular diseases,Lu J.,2022,Frontiers in Microbiology
Revisiting the Adiposity Paradox for the Risk of Stroke Subtypes,Chen X.,2022,JAMA Network Open
Effects of Renal Denervation vs Sham in Resistant Hypertension after Medication Escalation: Prespecified Analysis at 6 Months of the RADIANCE-HTN TRIO Randomized Clinical Trial,Azizi M.,2022,JAMA Cardiology
Team-Based Digital Gamification to Improve Cardiovascular Health in Women with Hypertensive Disorders of Pregnancy,Aryan Z.,2022,JAMA Cardiology
Team-Based Digital Gamification to Improve Cardiovascular Health in Women with Hypertensive Disorders of Pregnancy - Reply,Lewey J.,2022,JAMA Cardiology
"Adiposity, Body Fat Distribution, and Risk of Major Stroke Types among Adults in the United Kingdom",Pillay P.,2022,JAMA Network Open
Association of Race and Ethnicity with Oral Anticoagulation and Associated Outcomes in Patients with Atrial Fibrillation: Findings from the Get with the Guidelines-Atrial Fibrillation Registry,Essien U.R.,2022,JAMA Cardiology
Acalabrutinib Versus Investigator's Choice in Relapsed/Refractory Chronic Lymphocytic Leukemia: Final ASCEND Trial Results,Ghia P.,2022,HemaSphere
Association of Serial High-Sensitivity Cardiac Troponin T with Subsequent Cardiovascular Events in Patients Stabilized after Acute Coronary Syndrome: A Secondary Analysis from IMPROVE-IT,Patel S.M.,2022,JAMA Cardiology
Food Insecurity among Individuals with Cardiovascular Disease and Cardiometabolic Risk Factors Across Race and Ethnicity in 1999-2018,Brandt E.J.,2022,JAMA Cardiology
Dietary inflammation index and osteoarthritis in the elderly: is there a mediating role of physical activity?,Tang W.,2022,British Journal of Nutrition
Association of Dietary Approaches to Stop Hypertension diet and Mediterranean diet with blood pressure in less-developed ethnic minority regions,Dai S.,2022,Public Health Nutrition
The role of Mediterranean diet in the course of subjective cognitive decline in the elderly population of Greece: results from a prospective cohort study,Vlachos G.S.,2022,British Journal of Nutrition
Diet Quality Index for older adults (DQI-65): development and use in predicting adherence to dietary recommendations and health markers in the UK National Diet and Nutrition Survey,Dorrington N.,2022,British Journal of Nutrition
High adherence to the Mediterranean diet and Alternative Healthy Eating Index are associated with reduced odds of metabolic syndrome and its components in participants of the ORISCAV-LUX2 study,Al Kudsee K.,2022,Frontiers in Nutrition
"Associations between plasma metal mixture exposure and risk of hypertension: A cross-sectional study among adults in Shenzhen, China",Zheng S.,2022,Frontiers in Public Health
Editorial: The biology and management of chronic diseases in Mexican Americans,Manusov E.,2022,Frontiers in Medicine
Molecular mechanisms of neuronal death in brain injury after subarachnoid hemorrhage,Chen J.,2022,Frontiers in Cellular Neuroscience
Weak association between arterial hypertension and overactive bladder baseline symptoms and treatment responses,Michel M.C.,2022,Frontiers in Pharmacology
"The role of inflammation in immune system of diabetic retinopathy: Molecular mechanisms, pathogenetic role and therapeutic implications",Yue T.,2022,Frontiers in Immunology
"Editorial: Perinatal hypoxic-ischemic brain injury: Mechanisms, pathogenesis, and potential therapeutic strategies",Chen X.,2022,Frontiers in Cellular Neuroscience
Bibliometric analysis of the inflammation in diabetic cardiomyopathy,Zhu N.,2022,Frontiers in Cardiovascular Medicine
Targeted therapy of RET fusion-positive non-small cell lung cancer,Shen Z.,2022,Frontiers in Oncology
Prognostic value of KRAS subtype in patients with PDAC undergoing radical resection,Dai M.,2022,Frontiers in Oncology
The prognostic capability of inflammatory proteins in predicting peripheral artery disease related adverse events,Li B.,2022,Frontiers in Cardiovascular Medicine
"Cardiac geometry, as assessed by cardiac magnetic resonance, can differentiate subtypes of chronic thromboembolic pulmonary vascular disease",McGettrick M.,2022,Frontiers in Cardiovascular Medicine
Substance abuse and the risk of severe COVID-19: Mendelian randomization confirms the causal role of opioids but hints a negative causal effect for cannabinoids,Jabalameli M.R.,2022,Frontiers in Genetics
Clinical identification of expressed proteins in adrenal medullary hyperplasia detected with hypertension,Ma H.,2022,Frontiers in Endocrinology
How to avoid overestimating the burden of hypertension in epidemiological studies? A new methodology to account for within-person variability of blood pressure,Olié V.,2022,International journal of epidemiology
"Highlights from the American Heart Association's Scientific Sessions 2022 - COVID-19's Ripple Effects, a Triglyceride Disappointment, Gene Editing Advances, and More",Abbasi J.,2022,JAMA
What Is an Abdominal Aortic Aneurysm?,Baman J.R.,2022,JAMA
Preventing Poor Outcomes for Neurosurgical Patients,Klavansky D.,2022,Seminars in Neurology
Postdischarge prognostic significance of periprocedural myocardial injury after percutaneous intervention of chronic total occlusion,Poels E.,2022,Open Heart
Assessing widening disparities in HbA1c and systolic blood pressure retesting during the COVID-19 pandemic in an LGBTQ+-focused federally qualified health center in Chicago: a retrospective cohort study using electronic health records,Rivera A.S.,2022,BMJ Open Diabetes Research and Care
Primary Prevention of Ischemic Stroke,Sabayan B.,2022,Seminars in Neurology
Chronic management of pulmonary embolism in thromboangiitis obliterans,Martinho M.,2022,BMJ Case Reports
Targeting VEGF-A/VEGFR2 Y949 Signaling-Mediated Vascular Permeability Alleviates Hypoxic Pulmonary Hypertension,Zhou W.,2022,Circulation
"Kidney Hemodynamic Effects of Angiotensin Receptor Blockade, Sodium-Glucose Cotransporter-2 Inhibition Alone, and Their Combination: A Crossover Randomized Trial in People with Type 2 Diabetes",Scholtes R.A.,2022,Circulation
GLP-1 Receptor Agonists for the Reduction of Atherosclerotic Cardiovascular Risk in Patients with Type 2 Diabetes,Marx N.,2022,Circulation
"Effect of ""one-stop"" outpatient management on the control rate of multiple metabolic disorders patients",Yang L.C.,2022,Zhonghua yi xue za zhi
The role of cardiometabolic risk factors and endothelial dysfunction in serum albumin levels of patients with COVID-19,Oikonomou E.,2022,Cardiology Journal
Added value of contrast echocardiography for the evaluation of multiple giant coronary artery aneurysms with coronary to pulmonary arterial fistulas,Zhang Y.,2022,Cardiology Journal
2022 ACC/AHA Guideline for the Diagnosis and Management of Aortic Disease: A Report of the American Heart Association/American College of Cardiology Joint Committee on Clinical Practice Guidelines,Isselbacher E.M.,2022,Circulation
Understanding Atrial Fibrillation and Atrial Secondary Tricuspid Regurgitation: The Chicken or the Egg?,Ruf T.F.,2022,Journal of the American College of Cardiology
Incidence and Burden of Tricuspid Regurgitation in Patients With Atrial Fibrillation,Patlolla S.H.,2022,Journal of the American College of Cardiology
Micronutrient Supplementation to Reduce Cardiovascular Risk,An P.,2022,Journal of the American College of Cardiology
Atezolizumab plus Bevacizumab versus Sorafenib for Unresectable Hepatocellular Carcinoma: Results from Older Adults Enrolled in the IMbrave150 Randomized Clinical Trial,Li D.,2022,Liver Cancer
A systematic review of nonsynonymous single nucleotide polymorphisms in the renin–angiotensin–aldosterone system,Rechciński T.,2022,Cardiology Journal
Prediction of the hypertension risk in teenagers,Wieniawski P.,2022,Cardiology Journal
Relationship between occupational noise exposure and hypertension: Cross-sectional evidence from real-world,Zhang L.,2022,Frontiers in Public Health
Association between type 2 diabetes and 5-year overall survival in early-stage pancreatic cancer: a retrospective cohort study,Tang Z.,2022,PeerJ
Effect of cardiac shock wave therapy plus optimal medical therapy on rehospitalization in patients with severe coronary artery disease: A meta-analysis and trial sequential analysis,Li P.,2022,Frontiers in Cardiovascular Medicine
Case report: Dramatic response to pralsetinib in an elderly patient with advanced RET-fusion positive papillary thyroid carcinoma,Nannini M.,2022,Frontiers in Oncology
Serum sphingolipid profiling as a novel biomarker for metabolic syndrome characterization,Berkowitz L.,2022,Frontiers in Cardiovascular Medicine
Body mass index has a non-linear association with three-month outcomes in men with acute ischemic stroke: An analysis based on data from a prospective cohort study,Zan Y.,2022,Frontiers in Endocrinology
Definition of trAnscatheter heart Valve orIeNtation in biCuspId aortic valve: The DA VINCI pilot study,Tarantini G.,2022,Frontiers in Cardiovascular Medicine
Development and validation of a nomogram to predict the risk of peripheral artery disease in patients with type 2 diabetes mellitus,Liang J.,2022,Frontiers in Endocrinology
Apoptosis regulation by the tyrosine-protein kinase CSK,Fortner A.,2022,Frontiers in Cell and Developmental Biology
Differences in disease severity and prognosis of exercise-induced right-to-left shunt between idiopathic pulmonary arterial hypertension and chronic thromboembolic pulmonary hypertension patients,Wang S.,2022,Frontiers in Cardiovascular Medicine
Challenges in treatment of patients with non-classic congenital adrenal hyperplasia,Adriaansen B.P.H.,2022,Frontiers in Endocrinology
Vascular invasion and lymph node metastasis mediate the effect of CA242 on prognosis in hilar cholangiocarcinoma patients after radical resection,Heng G.,2022,Frontiers in Oncology
Respiratory support strategies in the prevention of bronchopulmonary dysplasia: A single center quality improvement initiative,White H.,2022,Frontiers in Pediatrics
Virilization caused by ovarian nodular hyperthecosis in a postmenopausal woman,Tulandi T.,2022,CMAJ. Canadian Medical Association Journal
Long-term health outcomes of early menarche in women: an umbrella review,Lee J.S.,2022,QJM : monthly journal of the Association of Physicians
Pulmonary Artery Denervation: A New Therapeutic for Pulmonary Arterial Hypertension?,Leopold J.A.,2022,JACC: Cardiovascular Interventions
Account of the First Transcatheter Aortic Valve Replacement in North America,Hanzel G.S.,2022,JACC: Cardiovascular Interventions
Pulmonary Artery Denervation for Pulmonary Arterial Hypertension: A Sham-Controlled Randomized PADN-CFDA Trial,Zhang H.,2022,JACC: Cardiovascular Interventions
"Uptake of influenza, pneumococcal and herpes zoster vaccines among people with heart failure and atrial fibrillation",Kpozehouen E.B.,2022,Vaccine
Association Between Angiotensin Receptor Blocker Therapy and Incidence of Epilepsy in Patients With Hypertension,Doege C.,2022,JAMA Neurology
Real Life Study of Lenvatinib Therapy for Hepatocellular Carcinoma: RELEVANT Study,Casadei-Gardini A.,2022,Liver Cancer
Characteristics of daytime napping and its correlation with chronic diseases in Chinese adults,Wen Q.R.,2022,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi
Indigenous health in Brazil: from vulnerable to protagonists,Cardoso A.M.,2022,The Lancet
"The impact of urbanisation on the cardiometabolic health of Indigenous Brazilian peoples: a systematic review and meta-analysis, and data from the Brazilian Health registry",Kramer C.K.,2022,The Lancet
Low-molecular-weight heparin in addition to low-dose aspirin for preventing preeclampsia and its complications: A systematic review and meta-analysis,Zheng L.,2022,Frontiers in Cardiovascular Medicine
Interventions associated with brown adipose tissue activation and the impact on energy expenditure and weight loss: A systematic review,Perez L.C.,2022,Frontiers in Endocrinology
Surgical treatment of chronic thromboembolic pulmonary hypertension in combination with a left anterior descending artery myocardial bridge: A case report,Zugurov I.K.,2022,Frontiers in Cardiovascular Medicine
Cognition and brain oxygen metabolism improves after bariatric surgery-induced weight loss: A pilot study,Anwar N.,2022,Frontiers in Endocrinology
Large-conductance Ca<sup>2 +</sup>-activated K<sup>+</sup> channel β1-subunit maintains the contractile phenotype of vascular smooth muscle cells,Wang M.,2022,Frontiers in Cardiovascular Medicine
"Case report: Rescue treatment with add-on selexipag in a preterm infant with suprasystemic pulmonary hypertension, pulmonary capillary hemangiomatosis, and isolated pulmonary vein stenosis",Hasan H.,2022,Frontiers in Cardiovascular Medicine
Risk factors of chronic kidney disease among type 2 diabetic patients with longer duration of diabetes,Siddiqui K.,2022,Frontiers in Endocrinology
Efficacy and safety of anlotinib-based treatment in metastatic breast cancer patients,Qian Y.,2022,Frontiers in Oncology
The selective aldosterone synthase inhibitor Baxdrostat significantly lowers blood pressure in patients with resistant hypertension,Forzano I.,2022,Frontiers in Endocrinology
Case report: Metastatic melanoma masquerading as apical hypertrophic cardiomyopathy,Ashraf M.,2022,Frontiers in Cardiovascular Medicine
TKI or TKI combined with PD-1 inhibitors as second-line treatment for HCC patients after sorafenib failure,Lei J.,2022,Frontiers in Pharmacology
Endocrine effects of three common gas signaling molecules in humans: A literature review,Qi W.,2022,Frontiers in Endocrinology
Optimization of respiratory-gated auricular vagus afferent nerve stimulation for the modulation of blood pressure in hypertension,Garcia R.G.,2022,Frontiers in Neuroscience
Efficacy of immune checkpoint inhibitors plus molecular targeted agents after the progression of lenvatinib for advanced hepatocellular carcinoma,Xie F.,2022,Frontiers in Immunology
The efficacy and safety of pre-emptive methoxamine infusion in preventing hypotension by in elderly patients receiving spinal anesthesia: A PRISMA-compliant protocol for systematic review and meta-analysis,Li L.,2022,Medicine (United States)
A case report of posterior reversible encephalopathy syndrome caused by ANCA-associated vasculitis case report and retrospective analysis,Dong L.,2022,Medicine (United States)
Condyloma acuminatum mimicking cervical cancer in a pregnant woman and treatment with cryotherapy: A case report,Chang K.C.,2022,Medicine (United States)
Modelling factors associated with therapeutic inertia in hypertensive patients: Analysis using repeated data from a hospital registry in West Africa,Barro M.,2022,Medicine (United States)
The effect of Taohong Siwu decoction combined with antihypertensive medicine in the treatment of hypertension: Meta-analysis,Xie P.C.,2022,Medicine (United States)
Association between ACAT1 rs1044925 and increased hypertension risk in Tongdao Dong,Zhou T.,2022,Medicine (United States)
The risk factors of the occurrence of inguinal hernia in ESRD patients receiving dialysis treatment: An observational study using national health insurance research database,Chiu P.H.,2022,Medicine (United States)
Massive hemorrhage arising of inferior thyroid artery by radiofrequency ablation for secondary hyperparathyroidism: Two case reports,Liu X.,2022,Medicine (United States)
Nomogram based on clinical features at a single outpatient visit to predict masked hypertension and masked uncontrolled hypertension: A study of diagnostic accuracy,Meng H.,2022,Medicine (United States)
Coming soon to a pharmacy near you? FXI and FXII inhibitors to prevent or treat thromboembolism,Cohen O.,2022,Hematology (United States)
Association of Psychosocial Stress with Risk of Acute Stroke,Reddin C.,2022,JAMA Network Open
Updates in infant acute lymphoblastic leukemia and the potential for targeted therapy,Kotecha R.S.,2022,Hematology (United States)
Thrombosis and anticoagulation: clinical issues of special importance to hematologists who practice in Asia,Boonyawat K.,2022,Hematology (United States)
Fitness and frailty in myeloma,Pawlyn C.,2022,Hematology (United States)
Evaluating patients with autoimmune hemolytic anemia in the transfusion service and immunohematology reference laboratory: pretransfusion testing challenges and best transfusion-management strategies,Johnson S.T.,2022,Hematology (United States)
Management of TKI-resistant chronic phase CML,Hughes T.P.,2022,Hematology (United States)
Thrombocytopenia in pregnancy,Pishko A.M.,2022,Hematology (United States)
Clinical Outcomes of Metastatic Breast Cancer in Patients Having Imaging Liver Pseudocirrhosis with or without Evident Varices,Ma W.L.,2022,The oncologist
Association of some biochemical parameters and blood pressure among males with hypertension in the camps of Nineveh province-Iraq,Baker L.A.A.,2022,Journal of Population Therapeutics and Clinical Pharmacology
Genetically inducing renal lymphangiogenesis attenuates hypertension in mice,Goodlett B.L.,2022,"Clinical science (London, England : 1979)"
Modulation effects of Etlingera elatior ethanol extract as anti-inflammatory on chronic kidney disease in mice with hypertension and diabetes,Widyarini T.,2022,Journal of Population Therapeutics and Clinical Pharmacology
Association between RS Time in Electrocardiogram and Right Ventricular Functions in Patients with Chronic Obstructive Pulmonary Disease,Yildiz I.,2022,Medical Principles and Practice
"The molecular makeup of peripheral and central baroreceptors: stretching a role for Transient Receptor Potential (TRP), Epithelial Sodium Channel (ENaC), Acid Sensing Ion Channel (ASIC), and Piezo channels",Yang H.,2022,Cardiovascular research
Endoscopic ultrasound-guided portal pressure gradient measurement,Guzmán-Calderón E.,2022,Endoscopy
Anatomic and hemodynamic findings during endoscopic ultrasound-guided angiography of gastric varices: a note of caution for endoscopic ultrasound-guided therapy,Romero-Castro R.,2022,Endoscopy
Iris Vascular Abnormality: Different Forms and Clinical Appearance,Sokolenko E.,2022,Klinische Monatsblatter fur Augenheilkunde
Incidence of endometrial carcinoma in patients with endometrial intraepithelial neoplasia versus atypical endometrial polyp,Cohen A.,2022,International Journal of Gynecological Cancer
Rationale and design of leveraging the HIV platform for hypertension control in Africa: protocol of a cluster-randomised controlled trial in Uganda,Atukunda M.,2022,BMJ open
"Mapping national, regional and local prevalence of hypertension and diabetes in Ethiopia using geospatial analysis",Koye D.N.,2022,BMJ open
Case report: Oral anticoagulant combined with percutaneous coronary intervention for peripheral embolization of left ventricular thrombus caused by myocardial infarction in a patient with diabetes mellitus,Zhu C.,2022,Frontiers in Cardiovascular Medicine
Inter-hospital transfer in patients with acute myocardial infarction in China: Findings from the improving care for cardiovascular disease in China-acute coronary syndrome project,Hu D.,2022,Frontiers in Cardiovascular Medicine
Misdiagnosis of Susac syndrome as demyelinating disease and primary angiitis of the central nervous system: A case report,Wu G.,2022,Frontiers in Neurology
Case report: An illusive cortical venous infarction mimicking glioma hemorrhage,Feng D.,2022,Frontiers in Neuroscience
Association between triglyceride-glucose index and atrial fibrillation: A retrospective observational study,Chen S.,2022,Frontiers in Endocrinology
"Risk factors, prediction model, and prognosis analysis of myocardial injury after acute upper gastrointestinal bleeding",Hao J.,2022,Frontiers in Cardiovascular Medicine
Risk prediction model establishment with tri-phasic CT image features for differential diagnosis of adrenal pheochromocytomas and lipid-poor adenomas: Grouping method,Niu Z.,2022,Frontiers in Endocrinology
Canadian perspectives in multiple myeloma on the use of steroids in clinical practice based on patient and healthcare provider interviews,McKenzie F.,2022,Frontiers in Oncology
Effect of angiotensin receptor-neprilysin inhibitor on atrial electrical instability in atrial fibrillation,Zhu T.,2022,Frontiers in Cardiovascular Medicine
Case report: Clinical and single-cell transcriptome sequencing analysis of a mixed gangliocytoma-adenoma presenting as acromegaly,Li C.,2022,Frontiers in Oncology
Activation of Nrf2 signaling: A key molecular mechanism of protection against cardiovascular diseases by natural products,Wu X.,2022,Frontiers in Pharmacology
Simplified acute physiology score III is excellent for predicting in-hospital mortality in coronary care unit patients with acute myocardial infarction: A retrospective study,Zheng X.,2022,Frontiers in Cardiovascular Medicine
Sex differences in the association between blood pressure and atrial fibrillation: A case-control study,Zhao X.,2022,Frontiers in Cardiovascular Medicine
Obstetrics. Mild hypertension in pregnancy: Severe chronic hypertension is inevitable,Kessing R.,2022,Zeitschrift fur Geburtshilfe und Neonatologie
Effect of renin-angiotensin system inhibitors in patients with cancer treated with anti-VEGF therapy,Moriyama S.,2022,Open Heart
Heavy silicone oil tamponade: a multicentre experience,Davidson M.,2022,BMJ Open Ophthalmology
Association rules analysis on patterns of multimorbidity in adults: Based on the National Health and Nutrition Examination Surveys database,Zheng Z.,2022,BMJ Open
Managing hypertension in a Rohingya refugee camp: a brief report,Hamilton D.,2022,BMJ Open Quality
Tumor-Infiltrating Lymphocyte Therapy or Ipilimumab in Advanced Melanoma.,Rohaan M.W.,2022,New England Journal of Medicine
Clinical Risk Factors For Kidney Tubule Biomarker Abnormalities Among Hypertensive Adults With Reduced eGFR in the SPRINT Trial,Ikeme J.C.,2022,American journal of hypertension
Increased Beat-to-Beat Blood Pressure Variability Is Associated With Impaired Cognitive Function,Asmuje N.F.,2022,American journal of hypertension
Adrenal Ablation Versus Mineralocorticoid Receptor Antagonism for the Treatment of Primary Aldosteronism: A Single-Center Prospective Cohort Study,Zhou Y.,2022,American journal of hypertension
Primary Aldosteronism: State-of-the-Art Review,Vaidya A.,2022,American journal of hypertension
"Case 37-2022: A 55-Year-Old Man with Fatigue, Weight Loss, and Pulmonary Nodules.",Roberts M.B.,2022,New England Journal of Medicine
Incidence of and Neurodevelopmental Outcomes after Late-Onset Meningitis among Children Born Extremely Preterm,Brumbaugh J.E.,2022,JAMA Network Open
